po_line_id,po_id,line_number,material_id,quantity_ordered,unit_price,line_total,line_status
POL-0008127,PO-2025-04799,1,MAT-00847,1780,32.1,57138.0,OVERDUE
POL-0008128,PO-2025-04799,2,MAT-00249,968,177.94,172245.92,OVERDUE
POL-0008129,PO-2025-04799,3,MAT-00684,1093,47.87,52321.91,OVERDUE
POL-0008130,PO-2025-04799,4,MAT-00414,2133,95.4,203488.2,OVERDUE
POL-0008131,PO-2025-04800,1,MAT-00026,2663,30.32,80742.16,PENDING
POL-0008132,PO-2025-04800,2,MAT-01035,1381,14.5,20024.5,PENDING
POL-0008133,PO-2025-04800,3,MAT-00914,220,158.72,34918.4,PENDING
POL-0008134,PO-2025-04800,4,MAT-00606,677,220.63,149366.51,PENDING
POL-0008135,PO-2025-04801,1,MAT-00646,438,20.48,8970.24,DELIVERED
POL-0008136,PO-2025-04802,1,MAT-01001,579,112.37,65062.23,DELIVERED
POL-0008137,PO-2025-04803,1,MAT-00668,4115,137.32,565071.8,DELIVERED
POL-0008138,PO-2025-04804,1,MAT-00119,2028,85.15,172684.2,DELIVERED
POL-0008139,PO-2025-04805,1,MAT-00777,114,11.98,1365.72,DELIVERED
POL-0008140,PO-2025-04805,2,MAT-00857,1739,11.28,19615.92,DELIVERED
POL-0008141,PO-2025-04806,1,MAT-00879,2269,27.65,62737.85,DELIVERED
POL-0008142,PO-2025-04807,1,MAT-00161,2357,9.33,21990.81,IN_TRANSIT
POL-0008143,PO-2025-04808,1,MAT-00489,134,159.21,21334.14,PENDING
POL-0008144,PO-2025-04808,2,MAT-00869,61,57.93,3533.73,PENDING
POL-0008145,PO-2025-04808,3,MAT-00940,1077,14.26,15358.02,PENDING
POL-0008146,PO-2025-04809,1,MAT-00278,202,14.49,2926.98,DELIVERED
POL-0008147,PO-2025-04810,1,MAT-00088,4567,36.74,167791.58,DELIVERED
POL-0008148,PO-2025-04810,2,MAT-00478,464,36.9,17121.6,DELIVERED
POL-0008149,PO-2025-04810,3,MAT-00770,1381,171.68,237090.08,DELIVERED
POL-0008150,PO-2025-04811,1,MAT-00998,68,52.87,3595.16,PENDING
POL-0008151,PO-2025-04812,1,MAT-01145,99,21.86,2164.14,DELIVERED
POL-0008152,PO-2025-04812,2,MAT-00230,153,57.9,8858.7,DELIVERED
POL-0008153,PO-2025-04812,3,MAT-00113,230,30.06,6913.8,DELIVERED
POL-0008154,PO-2025-04813,1,MAT-00447,197,38.86,7655.42,DELIVERED
POL-0008155,PO-2025-04814,1,MAT-01047,226,57.37,12965.62,DELIVERED
POL-0008156,PO-2025-04815,1,MAT-00406,68,55.54,3776.72,DELIVERED
POL-0008157,PO-2025-04815,2,MAT-00809,1062,102.9,109279.8,DELIVERED
POL-0008158,PO-2025-04816,1,MAT-00893,51,78.98,4027.98,DELIVERED
POL-0008159,PO-2025-04817,1,MAT-01042,554,14.79,8193.66,DELIVERED
POL-0008160,PO-2025-04818,1,MAT-01026,1341,41.81,56067.21,DELIVERED
POL-0008161,PO-2025-04818,2,MAT-00599,224,16.78,3758.72,DELIVERED
POL-0008162,PO-2025-04819,1,MAT-00178,86,138.41,11903.26,DELIVERED
POL-0008163,PO-2025-04819,2,MAT-00770,1677,171.68,287907.36,DELIVERED
POL-0008164,PO-2025-04820,1,MAT-00363,3597,22.75,81831.75,DELIVERED
POL-0008165,PO-2025-04821,1,MAT-00419,256,88.75,22720.0,DELIVERED
POL-0008166,PO-2025-04821,2,MAT-00872,791,10.02,7925.82,DELIVERED
POL-0008167,PO-2025-04821,3,MAT-01171,3100,56.02,173662.0,DELIVERED
POL-0008168,PO-2025-04821,4,MAT-00300,267,48.83,13037.61,DELIVERED
POL-0008169,PO-2025-04822,1,MAT-00469,89,14.95,1330.55,OVERDUE
POL-0008170,PO-2025-04823,1,MAT-00102,4019,15.85,63701.15,DELIVERED
POL-0008171,PO-2025-04824,1,MAT-00081,422,20.25,8545.5,DELIVERED
POL-0008172,PO-2025-04825,1,MAT-00443,1064,2.45,2606.8,IN_TRANSIT
POL-0008173,PO-2025-04825,2,MAT-00766,72,11.4,820.8,IN_TRANSIT
POL-0008174,PO-2025-04825,3,MAT-00109,99,33.39,3305.61,IN_TRANSIT
POL-0008175,PO-2025-04826,1,MAT-01167,2073,114.2,236736.6,CANCELLED
POL-0008176,PO-2025-04827,1,MAT-01162,912,295.71,269687.52,DELIVERED
POL-0008177,PO-2025-04827,2,MAT-00869,79,57.93,4576.47,DELIVERED
POL-0008178,PO-2025-04828,1,MAT-00816,264,4.83,1275.12,DELIVERED
POL-0008179,PO-2025-04828,2,MAT-00772,402,12.97,5213.94,DELIVERED
POL-0008180,PO-2025-04829,1,MAT-00402,318,14.37,4569.66,DELIVERED
POL-0008181,PO-2025-04830,1,MAT-00575,915,58.55,53573.25,DELIVERED
POL-0008182,PO-2025-04831,1,MAT-01049,4339,119.58,518857.62,PENDING
POL-0008183,PO-2025-04831,2,MAT-01181,2235,29.63,66223.05,PENDING
POL-0008184,PO-2025-04832,1,MAT-00743,123,13.32,1638.36,IN_TRANSIT
POL-0008185,PO-2025-04833,1,MAT-00104,29,9.85,285.65,DELIVERED
POL-0008186,PO-2025-04834,1,MAT-00061,1128,15.72,17732.16,DELIVERED
POL-0008187,PO-2025-04834,2,MAT-00829,3865,16.67,64429.55,DELIVERED
POL-0008188,PO-2025-04835,1,MAT-00376,909,10.96,9962.64,DELIVERED
POL-0008189,PO-2025-04836,1,MAT-00306,74,31.01,2294.74,DELIVERED
POL-0008190,PO-2025-04836,2,MAT-01050,3289,125.08,411388.12,DELIVERED
POL-0008191,PO-2025-04837,1,MAT-00988,1033,65.33,67485.89,DELIVERED
POL-0008192,PO-2025-04837,2,MAT-00961,171,49.49,8462.79,DELIVERED
POL-0008193,PO-2025-04838,1,MAT-00603,149,65.44,9750.56,DELIVERED
POL-0008194,PO-2025-04838,2,MAT-01016,114,34.28,3907.92,DELIVERED
POL-0008195,PO-2025-04838,3,MAT-01110,101,205.1,20715.1,DELIVERED
POL-0008196,PO-2025-04839,1,MAT-00166,2469,42.74,105525.06,OVERDUE
POL-0008197,PO-2025-04839,2,MAT-01005,3735,54.05,201876.75,OVERDUE
POL-0008198,PO-2025-04840,1,MAT-00864,620,168.91,104724.2,DELIVERED
POL-0008199,PO-2025-04841,1,MAT-00563,89,72.75,6474.75,DELIVERED
POL-0008200,PO-2025-04842,1,MAT-00654,2105,7.32,15408.6,DELIVERED
POL-0008201,PO-2025-04843,1,MAT-00992,4606,2.75,12666.5,DELIVERED
POL-0008202,PO-2025-04843,2,MAT-00888,205,16.51,3384.55,DELIVERED
POL-0008203,PO-2025-04844,1,MAT-00893,100,78.98,7898.0,DELIVERED
POL-0008204,PO-2025-04845,1,MAT-00948,336,11.94,4011.84,DELIVERED
POL-0008205,PO-2025-04846,1,MAT-00400,100,96.78,9678.0,DELIVERED
POL-0008206,PO-2025-04846,2,MAT-01003,1773,27.55,48846.15,DELIVERED
POL-0008207,PO-2025-04847,1,MAT-00003,82,54.31,4453.42,PENDING
POL-0008208,PO-2025-04847,2,MAT-00869,102,57.93,5908.86,PENDING
POL-0008209,PO-2025-04848,1,MAT-00567,2195,2.78,6102.1,DELIVERED
POL-0008210,PO-2025-04849,1,MAT-00402,750,14.37,10777.5,DELIVERED
POL-0008211,PO-2025-04850,1,MAT-00082,4333,38.31,165997.23,DELIVERED
POL-0008212,PO-2025-04850,2,MAT-00630,98,90.2,8839.6,DELIVERED
POL-0008213,PO-2025-04850,3,MAT-00180,90,529.06,47615.4,DELIVERED
POL-0008214,PO-2025-04850,4,MAT-01107,2658,48.98,130188.84,DELIVERED
POL-0008215,PO-2025-04851,1,MAT-00623,42,213.25,8956.5,DELIVERED
POL-0008216,PO-2025-04852,1,MAT-00430,1305,3.54,4619.7,DELIVERED
POL-0008217,PO-2025-04852,2,MAT-00965,275,25.4,6985.0,DELIVERED
POL-0008218,PO-2025-04852,3,MAT-00424,1440,70.34,101289.6,DELIVERED
POL-0008219,PO-2025-04853,1,MAT-00763,1468,434.25,637479.0,DELIVERED
POL-0008220,PO-2025-04854,1,MAT-00792,398,30.47,12127.06,DELIVERED
POL-0008221,PO-2025-04855,1,MAT-00858,1889,39.46,74539.94,DELIVERED
POL-0008222,PO-2025-04856,1,MAT-00308,508,12.64,6421.12,CANCELLED
POL-0008223,PO-2025-04857,1,MAT-00283,94,150.43,14140.42,DELIVERED
POL-0008224,PO-2025-04857,2,MAT-00765,1961,91.59,179607.99,DELIVERED
POL-0008225,PO-2025-04858,1,MAT-00007,178,139.18,24774.04,DELIVERED
POL-0008226,PO-2025-04858,2,MAT-00476,348,18.94,6591.12,DELIVERED
POL-0008227,PO-2025-04859,1,MAT-01168,90,50.51,4545.9,DELIVERED
POL-0008228,PO-2025-04860,1,MAT-01007,402,70.22,28228.44,DELIVERED
POL-0008229,PO-2025-04860,2,MAT-01029,123,54.15,6660.45,DELIVERED
POL-0008230,PO-2025-04860,3,MAT-00144,62,32.34,2005.08,DELIVERED
POL-0008231,PO-2025-04860,4,MAT-00296,2020,11.79,23815.8,DELIVERED
POL-0008232,PO-2025-04861,1,MAT-01077,335,4.68,1567.8,DELIVERED
POL-0008233,PO-2025-04862,1,MAT-00797,1006,25.64,25793.84,IN_TRANSIT
POL-0008234,PO-2025-04862,2,MAT-00459,1005,15.31,15386.55,IN_TRANSIT
POL-0008235,PO-2025-04863,1,MAT-00416,4275,12.29,52539.75,DELIVERED
POL-0008236,PO-2025-04864,1,MAT-01135,39,18.83,734.37,DELIVERED
POL-0008237,PO-2025-04864,2,MAT-01051,149,12.88,1919.12,DELIVERED
POL-0008238,PO-2025-04865,1,MAT-00917,499,48.1,24001.9,CANCELLED
POL-0008239,PO-2025-04866,1,MAT-00714,211,39.35,8302.85,DELIVERED
POL-0008240,PO-2025-04867,1,MAT-00483,153,4.36,667.08,DELIVERED
POL-0008241,PO-2025-04867,2,MAT-01188,170,20.71,3520.7,DELIVERED
POL-0008242,PO-2025-04868,1,MAT-00052,560,15.67,8775.2,OVERDUE
POL-0008243,PO-2025-04868,2,MAT-00404,1179,27.52,32446.08,OVERDUE
POL-0008244,PO-2025-04869,1,MAT-00593,403,45.4,18296.2,DELIVERED
POL-0008245,PO-2025-04870,1,MAT-00316,30,27.03,810.9,DELIVERED
POL-0008246,PO-2025-04871,1,MAT-00828,1023,15.32,15672.36,DELIVERED
POL-0008247,PO-2025-04872,1,MAT-00847,3131,32.1,100505.1,DELIVERED
POL-0008248,PO-2025-04873,1,MAT-00139,68,59.59,4052.12,PENDING
POL-0008249,PO-2025-04873,2,MAT-00882,300,14.83,4449.0,PENDING
POL-0008250,PO-2025-04874,1,MAT-01176,147,20.33,2988.51,DELIVERED
POL-0008251,PO-2025-04875,1,MAT-00088,1469,36.74,53971.06,CANCELLED
POL-0008252,PO-2025-04876,1,MAT-00483,288,4.36,1255.68,DELIVERED
POL-0008253,PO-2025-04876,2,MAT-00385,63,10.25,645.75,DELIVERED
POL-0008254,PO-2025-04877,1,MAT-00223,1004,50.15,50350.6,DELIVERED
POL-0008255,PO-2025-04877,2,MAT-00167,1845,67.37,124297.65,DELIVERED
POL-0008256,PO-2025-04877,3,MAT-01189,220,49.09,10799.8,DELIVERED
POL-0008257,PO-2025-04878,1,MAT-00820,1434,90.41,129647.94,CANCELLED
POL-0008258,PO-2025-04879,1,MAT-00418,105,31.86,3345.3,PENDING
POL-0008259,PO-2025-04879,2,MAT-01072,114,43.22,4927.08,PENDING
POL-0008260,PO-2025-04880,1,MAT-00024,219,4.87,1066.53,DELIVERED
POL-0008261,PO-2025-04880,2,MAT-00465,303,22.89,6935.67,DELIVERED
POL-0008262,PO-2025-04881,1,MAT-00727,465,24.56,11420.4,DELIVERED
POL-0008263,PO-2025-04881,2,MAT-00879,1367,27.65,37797.55,DELIVERED
POL-0008264,PO-2025-04881,3,MAT-01165,822,81.53,67017.66,DELIVERED
POL-0008265,PO-2025-04882,1,MAT-00549,2069,41.83,86546.27,OVERDUE
POL-0008266,PO-2025-04883,1,MAT-00059,1714,39.01,66863.14,DELIVERED
POL-0008267,PO-2025-04884,1,MAT-00768,1201,190.2,228430.2,IN_TRANSIT
POL-0008268,PO-2025-04884,2,MAT-00659,1939,35.0,67865.0,IN_TRANSIT
POL-0008269,PO-2025-04884,3,MAT-00782,1090,5.92,6452.8,IN_TRANSIT
POL-0008270,PO-2025-04885,1,MAT-01158,194,318.69,61825.86,DELIVERED
POL-0008271,PO-2025-04886,1,MAT-01176,189,20.33,3842.37,DELIVERED
POL-0008272,PO-2025-04887,1,MAT-00630,49,90.2,4419.8,DELIVERED
POL-0008273,PO-2025-04888,1,MAT-00070,205,12.85,2634.25,DELIVERED
POL-0008274,PO-2025-04889,1,MAT-00123,3445,130.9,450950.5,DELIVERED
POL-0008275,PO-2025-04889,2,MAT-00895,1887,109.37,206381.19,DELIVERED
POL-0008276,PO-2025-04889,3,MAT-00499,221,10.27,2269.67,DELIVERED
POL-0008277,PO-2025-04889,4,MAT-00080,229,2.95,675.55,DELIVERED
POL-0008278,PO-2025-04890,1,MAT-00222,359,3.54,1270.86,DELIVERED
POL-0008279,PO-2025-04890,2,MAT-00021,146,128.67,18785.82,DELIVERED
POL-0008280,PO-2025-04891,1,MAT-00891,2991,68.06,203567.46,DELIVERED
POL-0008281,PO-2025-04891,2,MAT-00014,1218,3.31,4031.58,DELIVERED
POL-0008282,PO-2025-04891,3,MAT-00825,172,14.59,2509.48,DELIVERED
POL-0008283,PO-2025-04892,1,MAT-00166,2355,42.74,100652.7,DELIVERED
POL-0008284,PO-2025-04892,2,MAT-00449,223,15.44,3443.12,DELIVERED
POL-0008285,PO-2025-04892,3,MAT-00322,1114,53.98,60133.72,DELIVERED
POL-0008286,PO-2025-04893,1,MAT-00530,865,8.81,7620.65,DELIVERED
POL-0008287,PO-2025-04894,1,MAT-00372,2471,48.13,118929.23,DELIVERED
POL-0008288,PO-2025-04894,2,MAT-00634,211,16.76,3536.36,DELIVERED
POL-0008289,PO-2025-04894,3,MAT-00172,87,10.25,891.75,DELIVERED
POL-0008290,PO-2025-04894,4,MAT-01172,1649,33.4,55076.6,DELIVERED
POL-0008291,PO-2025-04895,1,MAT-00175,4751,32.53,154550.03,DELIVERED
POL-0008292,PO-2025-04896,1,MAT-00489,464,159.21,73873.44,DELIVERED
POL-0008293,PO-2025-04897,1,MAT-00987,2741,138.37,379272.17,DELIVERED
POL-0008294,PO-2025-04897,2,MAT-00757,3833,48.01,184022.33,DELIVERED
POL-0008295,PO-2025-04898,1,MAT-00027,4141,7.89,32672.49,DELIVERED
POL-0008296,PO-2025-04899,1,MAT-00288,105,46.79,4912.95,PENDING
POL-0008297,PO-2025-04900,1,MAT-00232,3747,31.99,119866.53,DELIVERED
POL-0008298,PO-2025-04900,2,MAT-01184,417,4.64,1934.88,DELIVERED
POL-0008299,PO-2025-04900,3,MAT-00470,108,14.39,1554.12,DELIVERED
POL-0008300,PO-2025-04900,4,MAT-00298,1276,37.15,47403.4,DELIVERED
POL-0008301,PO-2025-04901,1,MAT-00644,166,4.89,811.74,OVERDUE
POL-0008302,PO-2025-04901,2,MAT-01189,455,49.09,22335.95,OVERDUE
POL-0008303,PO-2025-04901,3,MAT-00813,38,137.77,5235.26,OVERDUE
POL-0008304,PO-2025-04902,1,MAT-01181,1073,29.63,31792.99,DELIVERED
POL-0008305,PO-2025-04903,1,MAT-00739,633,150.17,95057.61,DELIVERED
POL-0008306,PO-2025-04904,1,MAT-00107,1599,218.46,349317.54,PENDING
POL-0008307,PO-2025-04904,2,MAT-00837,30,154.21,4626.3,PENDING
POL-0008308,PO-2025-04905,1,MAT-01119,3206,31.06,99578.36,DELIVERED
POL-0008309,PO-2025-04905,2,MAT-01123,122,48.63,5932.86,DELIVERED
POL-0008310,PO-2025-04906,1,MAT-00558,67,15.06,1009.02,DELIVERED
POL-0008311,PO-2025-04906,2,MAT-00631,283,4.35,1231.05,DELIVERED
POL-0008312,PO-2025-04906,3,MAT-00383,4617,2.31,10665.27,DELIVERED
POL-0008313,PO-2025-04907,1,MAT-00106,111,42.34,4699.74,IN_TRANSIT
POL-0008314,PO-2025-04908,1,MAT-00967,554,12.75,7063.5,DELIVERED
POL-0008315,PO-2025-04909,1,MAT-00097,4997,38.03,190035.91,CANCELLED
POL-0008316,PO-2025-04909,2,MAT-00558,87,15.06,1310.22,CANCELLED
POL-0008317,PO-2025-04910,1,MAT-00222,455,3.54,1610.7,DELIVERED
POL-0008318,PO-2025-04911,1,MAT-00453,443,9.49,4204.07,DELIVERED
POL-0008319,PO-2025-04911,2,MAT-00887,108,48.82,5272.56,DELIVERED
POL-0008320,PO-2025-04912,1,MAT-00738,220,77.11,16964.2,DELIVERED
POL-0008321,PO-2025-04912,2,MAT-00764,946,22.3,21095.8,DELIVERED
POL-0008322,PO-2025-04912,3,MAT-00877,57,14.6,832.2,DELIVERED
POL-0008323,PO-2025-04913,1,MAT-01102,333,1.65,549.45,DELIVERED
POL-0008324,PO-2025-04913,2,MAT-00632,73,130.83,9550.59,DELIVERED
POL-0008325,PO-2025-04913,3,MAT-00463,71,12.08,857.68,DELIVERED
POL-0008326,PO-2025-04913,4,MAT-01162,2186,295.71,646422.06,DELIVERED
POL-0008327,PO-2025-04914,1,MAT-00086,416,15.13,6294.08,OVERDUE
POL-0008328,PO-2025-04915,1,MAT-01161,55,1.66,91.3,PENDING
POL-0008329,PO-2025-04915,2,MAT-00934,134,2.13,285.42,PENDING
POL-0008330,PO-2025-04916,1,MAT-00558,55,15.06,828.3,OVERDUE
POL-0008331,PO-2025-04916,2,MAT-00515,1851,14.31,26487.81,OVERDUE
POL-0008332,PO-2025-04917,1,MAT-00467,1661,46.79,77718.19,DELIVERED
POL-0008333,PO-2025-04917,2,MAT-00268,2747,4.89,13432.83,DELIVERED
POL-0008334,PO-2025-04917,3,MAT-00854,2023,98.17,198597.91,DELIVERED
POL-0008335,PO-2025-04918,1,MAT-00274,1181,25.6,30233.6,DELIVERED
POL-0008336,PO-2025-04918,2,MAT-00224,2065,3.99,8239.35,DELIVERED
POL-0008337,PO-2025-04918,3,MAT-00511,51,36.13,1842.63,DELIVERED
POL-0008338,PO-2025-04918,4,MAT-01101,49,80.68,3953.32,DELIVERED
POL-0008339,PO-2025-04919,1,MAT-00539,1018,74.47,75810.46,DELIVERED
POL-0008340,PO-2025-04920,1,MAT-00027,3951,7.89,31173.39,DELIVERED
POL-0008341,PO-2025-04920,2,MAT-00371,76,26.71,2029.96,DELIVERED
POL-0008342,PO-2025-04920,3,MAT-00542,883,7.41,6543.03,DELIVERED
POL-0008343,PO-2025-04921,1,MAT-00747,114,32.16,3666.24,IN_TRANSIT
POL-0008344,PO-2025-04922,1,MAT-01132,363,44.46,16138.98,DELIVERED
POL-0008345,PO-2025-04923,1,MAT-00684,3224,47.87,154332.88,DELIVERED
POL-0008346,PO-2025-04924,1,MAT-00717,223,30.37,6772.51,DELIVERED
POL-0008347,PO-2025-04924,2,MAT-00109,232,33.39,7746.48,DELIVERED
POL-0008348,PO-2025-04924,3,MAT-00644,103,4.89,503.67,DELIVERED
POL-0008349,PO-2025-04925,1,MAT-01114,59,46.78,2760.02,DELIVERED
POL-0008350,PO-2025-04925,2,MAT-00985,281,27.89,7837.09,DELIVERED
POL-0008351,PO-2025-04926,1,MAT-00561,2459,36.74,90343.66,PENDING
POL-0008352,PO-2025-04926,2,MAT-00235,1195,252.41,301629.95,PENDING
POL-0008353,PO-2025-04926,3,MAT-00234,241,11.9,2867.9,PENDING
POL-0008354,PO-2025-04927,1,MAT-00556,3375,16.6,56025.0,DELIVERED
POL-0008355,PO-2025-04927,2,MAT-00518,360,8.68,3124.8,DELIVERED
POL-0008356,PO-2025-04928,1,MAT-00191,131,16.95,2220.45,IN_TRANSIT
POL-0008357,PO-2025-04928,2,MAT-00745,66,46.09,3041.94,IN_TRANSIT
POL-0008358,PO-2025-04928,3,MAT-00290,2321,12.44,28873.24,IN_TRANSIT
POL-0008359,PO-2025-04929,1,MAT-00801,183,67.85,12416.55,DELIVERED
POL-0008360,PO-2025-04929,2,MAT-00482,102,8.65,882.3,DELIVERED
POL-0008361,PO-2025-04930,1,MAT-00818,683,65.99,45071.17,OVERDUE
POL-0008362,PO-2025-04931,1,MAT-00722,234,4.1,959.4,DELIVERED
POL-0008363,PO-2025-04932,1,MAT-00272,63,5.47,344.61,DELIVERED
POL-0008364,PO-2025-04933,1,MAT-00552,1124,23.06,25919.44,DELIVERED
POL-0008365,PO-2025-04934,1,MAT-00329,1190,48.65,57893.5,DELIVERED
POL-0008366,PO-2025-04935,1,MAT-00767,87,22.92,1994.04,DELIVERED
POL-0008367,PO-2025-04936,1,MAT-00159,119,6.41,762.79,DELIVERED
POL-0008368,PO-2025-04936,2,MAT-00010,165,46.25,7631.25,DELIVERED
POL-0008369,PO-2025-04936,3,MAT-01038,539,4.76,2565.64,DELIVERED
POL-0008370,PO-2025-04937,1,MAT-00385,103,10.25,1055.75,DELIVERED
POL-0008371,PO-2025-04937,2,MAT-00913,168,35.57,5975.76,DELIVERED
POL-0008372,PO-2025-04937,3,MAT-00360,95,10.14,963.3,DELIVERED
POL-0008373,PO-2025-04938,1,MAT-00226,223,87.58,19530.34,DELIVERED
POL-0008374,PO-2025-04938,2,MAT-01142,1641,119.95,196837.95,DELIVERED
POL-0008375,PO-2025-04939,1,MAT-00349,309,12.65,3908.85,PENDING
POL-0008376,PO-2025-04939,2,MAT-00560,911,16.8,15304.8,PENDING
POL-0008377,PO-2025-04940,1,MAT-00247,2217,15.77,34962.09,DELIVERED
POL-0008378,PO-2025-04940,2,MAT-01081,139,16.36,2274.04,DELIVERED
POL-0008379,PO-2025-04941,1,MAT-00916,290,38.32,11112.8,OVERDUE
POL-0008380,PO-2025-04942,1,MAT-01177,118,4.33,510.94,DELIVERED
POL-0008381,PO-2025-04943,1,MAT-00994,1981,13.17,26089.77,DELIVERED
POL-0008382,PO-2025-04943,2,MAT-00538,399,15.39,6140.61,DELIVERED
POL-0008383,PO-2025-04943,3,MAT-00255,672,4.64,3118.08,DELIVERED
POL-0008384,PO-2025-04944,1,MAT-00077,229,30.35,6950.15,DELIVERED
POL-0008385,PO-2025-04945,1,MAT-00259,4832,44.12,213187.84,DELIVERED
POL-0008386,PO-2025-04946,1,MAT-00486,437,5.73,2504.01,DELIVERED
POL-0008387,PO-2025-04946,2,MAT-00179,184,20.01,3681.84,DELIVERED
POL-0008388,PO-2025-04946,3,MAT-00099,1140,27.15,30951.0,DELIVERED
POL-0008389,PO-2025-04946,4,MAT-00780,501,48.79,24443.79,DELIVERED
POL-0008390,PO-2025-04947,1,MAT-00241,249,10.63,2646.87,PENDING
POL-0008391,PO-2025-04948,1,MAT-01009,631,74.38,46933.78,DELIVERED
POL-0008392,PO-2025-04948,2,MAT-00196,526,35.98,18925.48,DELIVERED
POL-0008393,PO-2025-04948,3,MAT-00224,1259,3.99,5023.41,DELIVERED
POL-0008394,PO-2025-04949,1,MAT-00612,725,21.98,15935.5,OVERDUE
POL-0008395,PO-2025-04950,1,MAT-01061,51,61.45,3133.95,DELIVERED
POL-0008396,PO-2025-04951,1,MAT-01007,823,70.22,57791.06,DELIVERED
POL-0008397,PO-2025-04952,1,MAT-00987,3331,138.37,460910.47,OVERDUE
POL-0008398,PO-2025-04953,1,MAT-00203,317,91.24,28923.08,DELIVERED
POL-0008399,PO-2025-04953,2,MAT-00436,126,28.44,3583.44,DELIVERED
POL-0008400,PO-2025-04954,1,MAT-00075,65,1.59,103.35,DELIVERED
POL-0008401,PO-2025-04955,1,MAT-01060,1134,16.97,19243.98,DELIVERED
POL-0008402,PO-2025-04956,1,MAT-00784,491,46.72,22939.52,DELIVERED
POL-0008403,PO-2025-04956,2,MAT-00048,429,78.45,33655.05,DELIVERED
POL-0008404,PO-2025-04957,1,MAT-00065,63,64.8,4082.4,DELIVERED
POL-0008405,PO-2025-04957,2,MAT-00514,590,9.35,5516.5,DELIVERED
POL-0008406,PO-2025-04958,1,MAT-00484,1215,31.07,37750.05,DELIVERED
POL-0008407,PO-2025-04959,1,MAT-00255,922,4.64,4278.08,DELIVERED
POL-0008408,PO-2025-04960,1,MAT-00059,1255,39.01,48957.55,IN_TRANSIT
POL-0008409,PO-2025-04960,2,MAT-00285,1057,292.76,309447.32,IN_TRANSIT
POL-0008410,PO-2025-04961,1,MAT-00936,4330,13.86,60013.8,DELIVERED
POL-0008411,PO-2025-04962,1,MAT-00664,3595,14.77,53098.15,DELIVERED
POL-0008412,PO-2025-04963,1,MAT-00092,1843,81.1,149467.3,DELIVERED
POL-0008413,PO-2025-04964,1,MAT-00289,1232,38.15,47000.8,DELIVERED
POL-0008414,PO-2025-04964,2,MAT-00422,60,176.15,10569.0,DELIVERED
POL-0008415,PO-2025-04965,1,MAT-00705,4373,4.83,21121.59,OVERDUE
POL-0008416,PO-2025-04965,2,MAT-00198,1778,30.26,53802.28,OVERDUE
POL-0008417,PO-2025-04966,1,MAT-00711,2519,34.88,87862.72,DELIVERED
POL-0008418,PO-2025-04967,1,MAT-00127,261,9.12,2380.32,DELIVERED
POL-0008419,PO-2025-04968,1,MAT-00644,233,4.89,1139.37,DELIVERED
POL-0008420,PO-2025-04969,1,MAT-00793,2209,31.91,70489.19,DELIVERED
POL-0008421,PO-2025-04969,2,MAT-00410,684,46.71,31949.64,DELIVERED
POL-0008422,PO-2025-04970,1,MAT-00860,406,55.59,22569.54,CANCELLED
POL-0008423,PO-2025-04970,2,MAT-00739,1174,150.17,176299.58,CANCELLED
POL-0008424,PO-2025-04970,3,MAT-00355,135,27.03,3649.05,CANCELLED
POL-0008425,PO-2025-04970,4,MAT-00087,132,65.37,8628.84,CANCELLED
POL-0008426,PO-2025-04971,1,MAT-01106,50,8.11,405.5,PENDING
POL-0008427,PO-2025-04972,1,MAT-00738,234,77.11,18043.74,DELIVERED
POL-0008428,PO-2025-04972,2,MAT-00616,1234,30.43,37550.62,DELIVERED
POL-0008429,PO-2025-04973,1,MAT-01152,2114,2.44,5158.16,DELIVERED
POL-0008430,PO-2025-04973,2,MAT-00996,2288,20.62,47178.56,DELIVERED
POL-0008431,PO-2025-04974,1,MAT-00555,35,38.96,1363.6,DELIVERED
POL-0008432,PO-2025-04975,1,MAT-01055,74,13.19,976.06,DELIVERED
POL-0008433,PO-2025-04976,1,MAT-00868,101,35.58,3593.58,DELIVERED
POL-0008434,PO-2025-04977,1,MAT-00344,2365,16.09,38052.85,DELIVERED
POL-0008435,PO-2025-04977,2,MAT-01057,2972,27.41,81462.52,DELIVERED
POL-0008436,PO-2025-04978,1,MAT-00431,2148,7.03,15100.44,PENDING
POL-0008437,PO-2025-04979,1,MAT-01048,1163,4.58,5326.54,DELIVERED
POL-0008438,PO-2025-04979,2,MAT-00930,53,22.16,1174.48,DELIVERED
POL-0008439,PO-2025-04980,1,MAT-01038,811,4.76,3860.36,OVERDUE
POL-0008440,PO-2025-04980,2,MAT-00261,122,9.62,1173.64,OVERDUE
POL-0008441,PO-2025-04980,3,MAT-00762,111,28.94,3212.34,OVERDUE
POL-0008442,PO-2025-04980,4,MAT-00441,1143,42.64,48737.52,OVERDUE
POL-0008443,PO-2025-04981,1,MAT-00394,1214,198.6,241100.4,OVERDUE
POL-0008444,PO-2025-04982,1,MAT-00721,2079,34.47,71663.13,DELIVERED
POL-0008445,PO-2025-04982,2,MAT-00861,2391,34.48,82441.68,DELIVERED
POL-0008446,PO-2025-04982,3,MAT-00044,119,20.06,2387.14,DELIVERED
POL-0008447,PO-2025-04982,4,MAT-00886,240,203.43,48823.2,DELIVERED
POL-0008448,PO-2025-04983,1,MAT-01176,145,20.33,2947.85,DELIVERED
