inspection_id,receipt_id,material_id,supplier_id,inspection_date,sample_size,defect_count,defect_ppm,defect_type_code,disposition,inspector_id
QC-0008123,GR-0008123,MAT-01114,SUP-0119,2026-03-11,10,1,100000,DEF_SURFACE,REJECTED,INSP-103
QC-0008124,GR-0008124,MAT-00873,SUP-0119,2026-03-16,12,0,0,,ACCEPTED,INSP-107
QC-0008125,GR-0008125,MAT-00989,SUP-0093,2025-06-03,663,146,220211,DEF_ELECTRICAL,REJECTED,INSP-117
QC-0008126,GR-0008126,MAT-00079,SUP-0093,2025-06-02,10,1,100000,DEF_SURFACE,REJECTED,INSP-114
QC-0008127,GR-0008127,MAT-00956,SUP-0056,2026-01-24,22,0,0,,ACCEPTED,INSP-111
QC-0008128,GR-0008128,MAT-00562,SUP-0056,2026-01-24,23,1,43478,DEF_CONTAMINATION,REJECTED,INSP-116
QC-0008129,GR-0008129,MAT-00446,SUP-0090,2025-12-16,363,23,63360,DEF_SURFACE,REJECTED,INSP-105
QC-0008130,GR-0008130,MAT-00514,SUP-0090,2025-12-24,41,4,97560,DEF_PACKAGING,REJECTED,INSP-111
QC-0008131,GR-0008131,MAT-00666,SUP-0001,2025-08-01,123,36,292682,DEF_SURFACE,REJECTED,INSP-103
QC-0008132,GR-0008132,MAT-00260,SUP-0001,2025-08-02,47,18,382978,DEF_PACKAGING,REJECTED,INSP-112
QC-0008133,GR-0008133,MAT-00672,SUP-0090,2025-12-11,25,2,80000,DEF_SURFACE,REJECTED,INSP-119
QC-0008134,GR-0008134,MAT-00731,SUP-0120,2026-03-29,676,30,44378,DEF_SURFACE,REJECTED,INSP-104
QC-0008135,GR-0008135,MAT-01047,SUP-0120,2026-04-03,26,1,38461,DEF_METALLURGY,CONCESSION,INSP-122
QC-0008136,GR-0008136,MAT-00388,SUP-0042,2025-11-04,10,0,0,,ACCEPTED,INSP-102
QC-0008137,GR-0008137,MAT-00519,SUP-0042,2025-11-02,10,0,0,,ACCEPTED,INSP-103
QC-0008138,GR-0008138,MAT-00069,SUP-0062,2025-12-07,30,1,33333,DEF_ELECTRICAL,CONCESSION,INSP-102
QC-0008139,GR-0008139,MAT-00691,SUP-0062,2025-12-03,55,4,72727,DEF_PACKAGING,REJECTED,INSP-116
QC-0008140,GR-0008140,MAT-00215,SUP-0089,2025-05-16,10,1,100000,DEF_SURFACE,REJECTED,INSP-117
QC-0008141,GR-0008141,MAT-00135,SUP-0012,2025-09-04,537,62,115456,DEF_DIMENSIONAL,REJECTED,INSP-124
QC-0008142,GR-0008142,MAT-00514,SUP-0010,2025-09-30,87,2,22988,DEF_DIMENSIONAL,CONCESSION,INSP-118
QC-0008143,GR-0008143,MAT-01048,SUP-0043,2025-09-19,87,4,45977,DEF_CONTAMINATION,REJECTED,INSP-101
QC-0008144,GR-0008144,MAT-00829,SUP-0080,2025-11-23,600,55,91666,DEF_PACKAGING,REJECTED,INSP-118
QC-0008145,GR-0008145,MAT-01040,SUP-0113,2026-01-20,13,1,76923,DEF_DIMENSIONAL,REJECTED,INSP-102
QC-0008146,GR-0008146,MAT-00371,SUP-0113,2026-01-14,10,0,0,,ACCEPTED,INSP-118
QC-0008147,GR-0008147,MAT-00927,SUP-0020,2025-07-18,436,40,91743,DEF_PACKAGING,REJECTED,INSP-104
QC-0008148,GR-0008148,MAT-00947,SUP-0017,2025-12-29,172,45,261627,DEF_SURFACE,REJECTED,INSP-102
QC-0008149,GR-0008149,MAT-00695,SUP-0017,2026-01-11,12,4,333333,DEF_DIMENSIONAL,REJECTED,INSP-119
QC-0008150,GR-0008150,MAT-01040,SUP-0113,2026-02-02,19,3,157894,DEF_SURFACE,REJECTED,INSP-108
QC-0008151,GR-0008151,MAT-00475,SUP-0016,2026-04-01,734,53,72207,DEF_PACKAGING,REJECTED,INSP-113
QC-0008152,GR-0008152,MAT-00146,SUP-0032,2026-01-15,18,0,0,,ACCEPTED,INSP-106
QC-0008153,GR-0008153,MAT-00173,SUP-0114,2026-01-17,150,23,153333,DEF_DIMENSIONAL,REJECTED,INSP-115
QC-0008154,GR-0008154,MAT-01157,SUP-0003,2025-06-21,185,18,97297,DEF_METALLURGY,REJECTED,INSP-117
QC-0008155,GR-0008155,MAT-00866,SUP-0085,2025-06-20,10,0,0,,ACCEPTED,INSP-108
QC-0008156,GR-0008156,MAT-00633,SUP-0085,2025-06-20,122,3,24590,DEF_ELECTRICAL,CONCESSION,INSP-114
QC-0008157,GR-0008157,MAT-00412,SUP-0085,2025-06-22,166,2,12048,DEF_PACKAGING,CONCESSION,INSP-101
QC-0008158,GR-0008158,MAT-00489,SUP-0085,2025-06-23,43,0,0,,ACCEPTED,INSP-104
QC-0008159,GR-0008159,MAT-00674,SUP-0020,2026-02-14,102,11,107843,DEF_PACKAGING,REJECTED,INSP-125
QC-0008160,GR-0008160,MAT-00540,SUP-0057,2025-09-02,172,10,58139,DEF_PACKAGING,REJECTED,INSP-124
QC-0008161,GR-0008161,MAT-00660,SUP-0102,2026-02-05,142,6,42253,DEF_METALLURGY,REJECTED,INSP-124
QC-0008162,GR-0008162,MAT-00180,SUP-0013,2026-02-05,17,0,0,,ACCEPTED,INSP-102
QC-0008163,GR-0008163,MAT-00001,SUP-0013,2026-02-08,10,0,0,,ACCEPTED,INSP-113
QC-0008164,GR-0008164,MAT-00421,SUP-0013,2026-02-13,13,1,76923,DEF_PACKAGING,REJECTED,INSP-103
QC-0008165,GR-0008165,MAT-00857,SUP-0117,2025-08-23,78,4,51282,DEF_ELECTRICAL,REJECTED,INSP-119
QC-0008166,GR-0008166,MAT-01048,SUP-0043,2025-11-17,286,21,73426,DEF_ELECTRICAL,REJECTED,INSP-120
QC-0008167,GR-0008167,MAT-00143,SUP-0043,2025-11-16,10,1,100000,DEF_METALLURGY,REJECTED,INSP-106
QC-0008168,GR-0008168,MAT-00295,SUP-0109,2025-12-30,19,0,0,,ACCEPTED,INSP-107
QC-0008169,GR-0008169,MAT-00605,SUP-0097,2026-03-07,229,11,48034,DEF_DIMENSIONAL,REJECTED,INSP-110
QC-0008170,GR-0008170,MAT-00810,SUP-0049,2026-03-28,128,5,39062,DEF_PACKAGING,CONCESSION,INSP-125
QC-0008171,GR-0008171,MAT-00389,SUP-0008,2025-09-14,608,62,101973,DEF_PACKAGING,REJECTED,INSP-102
QC-0008172,GR-0008172,MAT-00972,SUP-0008,2025-09-16,33,2,60606,DEF_DIMENSIONAL,REJECTED,INSP-104
QC-0008173,GR-0008173,MAT-00092,SUP-0098,2026-03-17,326,39,119631,DEF_ELECTRICAL,REJECTED,INSP-108
QC-0008174,GR-0008174,MAT-00812,SUP-0098,2026-03-18,117,13,111111,DEF_DIMENSIONAL,REJECTED,INSP-121
QC-0008175,GR-0008175,MAT-00453,SUP-0098,2026-03-18,32,5,156250,DEF_CONTAMINATION,REJECTED,INSP-101
QC-0008176,GR-0008176,MAT-01146,SUP-0052,2025-12-12,17,0,0,,ACCEPTED,INSP-104
QC-0008177,GR-0008177,MAT-00934,SUP-0007,2025-11-16,14,2,142857,DEF_DIMENSIONAL,REJECTED,INSP-102
QC-0008178,GR-0008178,MAT-00654,SUP-0007,2025-11-16,662,42,63444,DEF_SURFACE,REJECTED,INSP-111
QC-0008179,GR-0008179,MAT-00464,SUP-0007,2025-11-16,313,31,99041,DEF_METALLURGY,REJECTED,INSP-110
QC-0008180,GR-0008180,MAT-01022,SUP-0007,2025-11-16,94,8,85106,DEF_SURFACE,REJECTED,INSP-124
QC-0008181,GR-0008181,MAT-00212,SUP-0003,2025-09-24,60,5,83333,DEF_ELECTRICAL,REJECTED,INSP-122
QC-0008182,GR-0008182,MAT-00454,SUP-0095,2025-12-19,318,8,25157,DEF_CONTAMINATION,CONCESSION,INSP-112
QC-0008183,GR-0008183,MAT-00837,SUP-0019,2026-02-02,14,1,71428,DEF_ELECTRICAL,REJECTED,INSP-120
QC-0008184,GR-0008184,MAT-00395,SUP-0071,2025-11-19,341,37,108504,DEF_SURFACE,REJECTED,INSP-113
QC-0008185,GR-0008185,MAT-00594,SUP-0008,2026-01-18,36,4,111111,DEF_ELECTRICAL,REJECTED,INSP-106
QC-0008186,GR-0008186,MAT-00035,SUP-0057,2026-01-20,63,3,47619,DEF_DIMENSIONAL,REJECTED,INSP-109
QC-0008187,GR-0008187,MAT-00166,SUP-0057,2026-01-22,153,8,52287,DEF_ELECTRICAL,REJECTED,INSP-120
QC-0008188,GR-0008188,MAT-00713,SUP-0110,2026-01-29,495,34,68686,DEF_PACKAGING,REJECTED,INSP-120
QC-0008189,GR-0008189,MAT-00485,SUP-0110,2026-01-23,17,2,117647,DEF_CONTAMINATION,REJECTED,INSP-111
QC-0008190,GR-0008190,MAT-00172,SUP-0110,2026-01-25,30,2,66666,DEF_PACKAGING,REJECTED,INSP-111
QC-0008191,GR-0008191,MAT-00794,SUP-0114,2025-05-06,17,0,0,,ACCEPTED,INSP-115
QC-0008192,GR-0008192,MAT-00594,SUP-0008,2026-04-08,21,2,95238,DEF_PACKAGING,REJECTED,INSP-118
QC-0008193,GR-0008193,MAT-00642,SUP-0008,2026-04-05,119,13,109243,DEF_SURFACE,REJECTED,INSP-121
QC-0008194,GR-0008194,MAT-00145,SUP-0104,2025-12-01,426,33,77464,DEF_DIMENSIONAL,REJECTED,INSP-106
QC-0008195,GR-0008195,MAT-00976,SUP-0104,2025-11-29,10,1,100000,DEF_PACKAGING,REJECTED,INSP-105
QC-0008196,GR-0008196,MAT-00926,SUP-0090,2025-09-09,16,1,62500,DEF_CONTAMINATION,REJECTED,INSP-105
QC-0008197,GR-0008197,MAT-00590,SUP-0090,2025-09-09,178,8,44943,DEF_DIMENSIONAL,REJECTED,INSP-103
QC-0008198,GR-0008198,MAT-00137,SUP-0009,2025-10-05,10,1,100000,DEF_DIMENSIONAL,REJECTED,INSP-115
QC-0008199,GR-0008199,MAT-01109,SUP-0019,2025-11-28,17,1,58823,DEF_PACKAGING,REJECTED,INSP-119
QC-0008200,GR-0008200,MAT-01078,SUP-0113,2026-03-31,27,2,74074,DEF_SURFACE,REJECTED,INSP-105
QC-0008201,GR-0008201,MAT-00679,SUP-0001,2025-11-29,25,5,200000,DEF_DIMENSIONAL,REJECTED,INSP-116
QC-0008202,GR-0008202,MAT-00660,SUP-0102,2026-02-12,40,0,0,,ACCEPTED,INSP-109
QC-0008203,GR-0008203,MAT-00784,SUP-0055,2025-06-05,27,1,37037,DEF_CONTAMINATION,CONCESSION,INSP-111
QC-0008204,GR-0008204,MAT-00285,SUP-0059,2026-04-11,83,13,156626,DEF_DIMENSIONAL,REJECTED,INSP-103
QC-0008205,GR-0008205,MAT-00401,SUP-0109,2025-08-09,29,0,0,,ACCEPTED,INSP-125
QC-0008206,GR-0008206,MAT-00349,SUP-0041,2025-11-30,65,7,107692,DEF_ELECTRICAL,REJECTED,INSP-112
QC-0008207,GR-0008207,MAT-00629,SUP-0007,2025-08-24,15,2,133333,DEF_DIMENSIONAL,REJECTED,INSP-104
QC-0008208,GR-0008208,MAT-00331,SUP-0007,2025-08-26,66,3,45454,DEF_METALLURGY,REJECTED,INSP-101
QC-0008209,GR-0008209,MAT-00691,SUP-0007,2025-08-29,18,3,166666,DEF_CONTAMINATION,REJECTED,INSP-123
QC-0008210,GR-0008210,MAT-00427,SUP-0064,2025-11-05,27,3,111111,DEF_METALLURGY,REJECTED,INSP-120
QC-0008211,GR-0008211,MAT-00281,SUP-0064,2025-11-02,171,11,64327,DEF_PACKAGING,REJECTED,INSP-104
QC-0008212,GR-0008212,MAT-00475,SUP-0064,2025-10-31,664,48,72289,DEF_SURFACE,REJECTED,INSP-109
QC-0008213,GR-0008213,MAT-00147,SUP-0004,2026-03-02,35,5,142857,DEF_ELECTRICAL,REJECTED,INSP-101
QC-0008214,GR-0008214,MAT-00062,SUP-0026,2026-02-24,29,4,137931,DEF_SURFACE,REJECTED,INSP-124
QC-0008215,GR-0008215,MAT-00175,SUP-0026,2026-02-23,474,37,78059,DEF_SURFACE,REJECTED,INSP-109
QC-0008216,GR-0008216,MAT-00339,SUP-0026,2026-02-25,10,0,0,,ACCEPTED,INSP-101
QC-0008217,GR-0008217,MAT-01198,SUP-0026,2026-02-22,174,10,57471,DEF_DIMENSIONAL,REJECTED,INSP-102
QC-0008218,GR-0008218,MAT-00090,SUP-0107,2025-08-14,28,2,71428,DEF_ELECTRICAL,REJECTED,INSP-105
QC-0008219,GR-0008219,MAT-00838,SUP-0106,2026-01-06,33,1,30303,DEF_PACKAGING,CONCESSION,INSP-115
QC-0008220,GR-0008220,MAT-00828,SUP-0106,2026-01-06,112,10,89285,DEF_CONTAMINATION,REJECTED,INSP-116
QC-0008221,GR-0008221,MAT-01079,SUP-0106,2026-01-06,385,24,62337,DEF_SURFACE,REJECTED,INSP-114
QC-0008222,GR-0008222,MAT-00671,SUP-0037,2025-10-23,214,11,51401,DEF_SURFACE,REJECTED,INSP-123
QC-0008223,GR-0008223,MAT-00800,SUP-0057,2025-12-04,163,6,36809,DEF_DIMENSIONAL,CONCESSION,INSP-107
QC-0008224,GR-0008224,MAT-00601,SUP-0057,2025-12-02,16,2,125000,DEF_CONTAMINATION,REJECTED,INSP-106
QC-0008225,GR-0008225,MAT-00290,SUP-0074,2026-01-04,264,20,75757,DEF_CONTAMINATION,REJECTED,INSP-109
QC-0008226,GR-0008226,MAT-00300,SUP-0038,2025-12-16,91,3,32967,DEF_METALLURGY,CONCESSION,INSP-110
QC-0008227,GR-0008227,MAT-00573,SUP-0038,2025-12-16,90,3,33333,DEF_DIMENSIONAL,CONCESSION,INSP-114
QC-0008228,GR-0008228,MAT-00384,SUP-0038,2025-12-17,60,1,16666,DEF_SURFACE,CONCESSION,INSP-124
QC-0008229,GR-0008229,MAT-00355,SUP-0067,2025-11-26,34,4,117647,DEF_CONTAMINATION,REJECTED,INSP-105
QC-0008230,GR-0008230,MAT-00358,SUP-0067,2025-11-26,132,27,204545,DEF_CONTAMINATION,REJECTED,INSP-104
QC-0008231,GR-0008231,MAT-00210,SUP-0117,2025-12-15,29,2,68965,DEF_CONTAMINATION,REJECTED,INSP-119
QC-0008232,GR-0008232,MAT-00456,SUP-0008,2025-08-11,28,2,71428,DEF_ELECTRICAL,REJECTED,INSP-119
QC-0008233,GR-0008233,MAT-00363,SUP-0011,2026-02-27,379,20,52770,DEF_DIMENSIONAL,REJECTED,INSP-115
QC-0008234,GR-0008234,MAT-00437,SUP-0094,2025-11-30,701,1,1426,DEF_CONTAMINATION,CONCESSION,INSP-109
QC-0008235,GR-0008235,MAT-00693,SUP-0094,2025-11-30,533,0,0,,ACCEPTED,INSP-121
QC-0008236,GR-0008236,MAT-00418,SUP-0094,2025-12-03,10,0,0,,ACCEPTED,INSP-117
QC-0008237,GR-0008237,MAT-00957,SUP-0094,2025-11-30,13,0,0,,ACCEPTED,INSP-116
QC-0008238,GR-0008238,MAT-00610,SUP-0070,2025-08-06,673,174,258543,DEF_PACKAGING,REJECTED,INSP-111
QC-0008239,GR-0008239,MAT-00890,SUP-0007,2026-02-16,63,6,95238,DEF_SURFACE,REJECTED,INSP-102
QC-0008240,GR-0008240,MAT-00211,SUP-0084,2025-10-18,244,17,69672,DEF_CONTAMINATION,REJECTED,INSP-101
QC-0008241,GR-0008241,MAT-00409,SUP-0085,2025-06-26,10,0,0,,ACCEPTED,INSP-121
QC-0008242,GR-0008242,MAT-00049,SUP-0085,2025-06-24,169,5,29585,DEF_CONTAMINATION,CONCESSION,INSP-109
QC-0008243,GR-0008243,MAT-00089,SUP-0095,2025-06-11,223,4,17937,DEF_SURFACE,CONCESSION,INSP-122
QC-0008244,GR-0008244,MAT-01068,SUP-0095,2025-06-11,195,5,25641,DEF_DIMENSIONAL,CONCESSION,INSP-111
QC-0008245,GR-0008245,MAT-00057,SUP-0089,2025-07-30,650,67,103076,DEF_DIMENSIONAL,REJECTED,INSP-107
QC-0008246,GR-0008246,MAT-00935,SUP-0011,2025-08-31,22,2,90909,DEF_SURFACE,REJECTED,INSP-122
QC-0008247,GR-0008247,MAT-00240,SUP-0011,2025-09-03,18,2,111111,DEF_ELECTRICAL,REJECTED,INSP-117
QC-0008248,GR-0008248,MAT-00832,SUP-0011,2025-09-01,135,12,88888,DEF_CONTAMINATION,REJECTED,INSP-115
QC-0008249,GR-0008249,MAT-00535,SUP-0084,2025-11-04,168,6,35714,DEF_DIMENSIONAL,CONCESSION,INSP-105
QC-0008250,GR-0008250,MAT-00142,SUP-0068,2025-10-23,200,2,10000,DEF_PACKAGING,CONCESSION,INSP-106
QC-0008251,GR-0008251,MAT-00022,SUP-0068,2025-10-23,35,0,0,,ACCEPTED,INSP-112
QC-0008252,GR-0008252,MAT-00506,SUP-0068,2025-10-23,350,12,34285,DEF_CONTAMINATION,CONCESSION,INSP-115
QC-0008253,GR-0008253,MAT-00312,SUP-0068,2025-10-22,16,0,0,,ACCEPTED,INSP-110
QC-0008254,GR-0008254,MAT-01130,SUP-0028,2026-02-24,144,20,138888,DEF_ELECTRICAL,REJECTED,INSP-107
QC-0008255,GR-0008255,MAT-00172,SUP-0028,2026-02-27,24,1,41666,DEF_CONTAMINATION,REJECTED,INSP-118
QC-0008256,GR-0008256,MAT-00003,SUP-0028,2026-02-22,14,1,71428,DEF_METALLURGY,REJECTED,INSP-103
QC-0008257,GR-0008257,MAT-00507,SUP-0041,2025-11-17,639,52,81377,DEF_CONTAMINATION,REJECTED,INSP-121
QC-0008258,GR-0008258,MAT-00971,SUP-0089,2025-07-20,523,51,97514,DEF_CONTAMINATION,REJECTED,INSP-124
QC-0008259,GR-0008259,MAT-00287,SUP-0115,2025-09-18,36,4,111111,DEF_CONTAMINATION,REJECTED,INSP-101
QC-0008260,GR-0008260,MAT-00613,SUP-0060,2025-12-13,629,43,68362,DEF_PACKAGING,REJECTED,INSP-104
QC-0008261,GR-0008261,MAT-00168,SUP-0029,2025-07-17,10,1,100000,DEF_METALLURGY,REJECTED,INSP-123
QC-0008262,GR-0008262,MAT-00574,SUP-0065,2026-01-16,10,0,0,,ACCEPTED,INSP-104
QC-0008263,GR-0008263,MAT-00792,SUP-0048,2025-12-27,44,3,68181,DEF_PACKAGING,REJECTED,INSP-114
QC-0008264,GR-0008264,MAT-00429,SUP-0048,2025-12-19,359,18,50139,DEF_ELECTRICAL,REJECTED,INSP-125
QC-0008265,GR-0008265,MAT-00655,SUP-0006,2026-01-20,239,7,29288,DEF_SURFACE,CONCESSION,INSP-108
QC-0008266,GR-0008266,MAT-00008,SUP-0045,2026-04-14,18,0,0,,ACCEPTED,INSP-123
QC-0008267,GR-0008267,MAT-00989,SUP-0093,2025-09-24,312,66,211538,DEF_DIMENSIONAL,REJECTED,INSP-120
QC-0008268,GR-0008268,MAT-00838,SUP-0093,2025-09-24,23,1,43478,DEF_PACKAGING,REJECTED,INSP-114
QC-0008269,GR-0008269,MAT-00227,SUP-0047,2025-06-20,17,0,0,,ACCEPTED,INSP-105
QC-0008270,GR-0008270,MAT-00480,SUP-0019,2025-09-14,30,3,100000,DEF_ELECTRICAL,REJECTED,INSP-108
QC-0008271,GR-0008271,MAT-00903,SUP-0019,2025-09-21,608,69,113486,DEF_METALLURGY,REJECTED,INSP-106
QC-0008272,GR-0008272,MAT-00513,SUP-0019,2025-09-12,58,7,120689,DEF_SURFACE,REJECTED,INSP-121
QC-0008273,GR-0008273,MAT-00711,SUP-0096,2026-04-05,229,12,52401,DEF_PACKAGING,REJECTED,INSP-114
QC-0008274,GR-0008274,MAT-00868,SUP-0038,2026-03-28,50,3,60000,DEF_CONTAMINATION,REJECTED,INSP-123
QC-0008275,GR-0008275,MAT-00582,SUP-0047,2025-06-09,28,0,0,,ACCEPTED,INSP-116
QC-0008276,GR-0008276,MAT-00079,SUP-0047,2025-06-10,10,1,100000,DEF_ELECTRICAL,REJECTED,INSP-119
QC-0008277,GR-0008277,MAT-01002,SUP-0047,2025-06-07,82,1,12195,DEF_METALLURGY,CONCESSION,INSP-119
QC-0008278,GR-0008278,MAT-00605,SUP-0097,2025-11-26,461,37,80260,DEF_DIMENSIONAL,REJECTED,INSP-120
QC-0008279,GR-0008279,MAT-00343,SUP-0097,2025-11-28,348,29,83333,DEF_METALLURGY,REJECTED,INSP-108
QC-0008280,GR-0008280,MAT-00709,SUP-0056,2025-03-07,10,1,100000,DEF_PACKAGING,REJECTED,INSP-110
QC-0008281,GR-0008281,MAT-00432,SUP-0053,2025-11-27,231,29,125541,DEF_PACKAGING,REJECTED,INSP-112
QC-0008282,GR-0008282,MAT-01066,SUP-0027,2025-05-03,164,13,79268,DEF_PACKAGING,REJECTED,INSP-108
QC-0008283,GR-0008283,MAT-00453,SUP-0074,2025-12-15,41,2,48780,DEF_SURFACE,REJECTED,INSP-105
QC-0008284,GR-0008284,MAT-00914,SUP-0074,2025-12-11,30,3,100000,DEF_DIMENSIONAL,REJECTED,INSP-125
QC-0008285,GR-0008285,MAT-00811,SUP-0074,2025-12-13,533,37,69418,DEF_DIMENSIONAL,REJECTED,INSP-120
QC-0008286,GR-0008286,MAT-00016,SUP-0074,2025-12-11,26,2,76923,DEF_DIMENSIONAL,REJECTED,INSP-120
QC-0008287,GR-0008287,MAT-01061,SUP-0101,2025-10-13,10,1,100000,DEF_DIMENSIONAL,REJECTED,INSP-115
QC-0008288,GR-0008288,MAT-00020,SUP-0049,2025-11-16,293,21,71672,DEF_DIMENSIONAL,REJECTED,INSP-123
QC-0008289,GR-0008289,MAT-00288,SUP-0049,2025-11-18,10,0,0,,ACCEPTED,INSP-125
QC-0008290,GR-0008290,MAT-00169,SUP-0117,2026-01-05,265,20,75471,DEF_PACKAGING,REJECTED,INSP-119
QC-0008291,GR-0008291,MAT-00431,SUP-0096,2026-01-08,338,28,82840,DEF_METALLURGY,REJECTED,INSP-111
QC-0008292,GR-0008292,MAT-00843,SUP-0079,2025-11-14,121,10,82644,DEF_CONTAMINATION,REJECTED,INSP-105
QC-0008293,GR-0008293,MAT-00387,SUP-0076,2026-03-28,35,7,200000,DEF_CONTAMINATION,REJECTED,INSP-122
QC-0008294,GR-0008294,MAT-00146,SUP-0076,2026-03-22,46,4,86956,DEF_PACKAGING,REJECTED,INSP-106
QC-0008295,GR-0008295,MAT-00983,SUP-0024,2026-04-09,68,3,44117,DEF_SURFACE,REJECTED,INSP-115
QC-0008296,GR-0008296,MAT-00602,SUP-0024,2026-04-05,31,2,64516,DEF_METALLURGY,REJECTED,INSP-101
QC-0008297,GR-0008297,MAT-00657,SUP-0104,2025-07-02,13,0,0,,ACCEPTED,INSP-123
QC-0008298,GR-0008298,MAT-00646,SUP-0016,2025-12-08,53,6,113207,DEF_PACKAGING,REJECTED,INSP-114
QC-0008299,GR-0008299,MAT-01076,SUP-0079,2025-09-17,28,3,107142,DEF_ELECTRICAL,REJECTED,INSP-105
QC-0008300,GR-0008300,MAT-00614,SUP-0019,2025-04-21,30,2,66666,DEF_DIMENSIONAL,REJECTED,INSP-111
QC-0008301,GR-0008301,MAT-00231,SUP-0108,2026-01-20,423,39,92198,DEF_SURFACE,REJECTED,INSP-110
QC-0008302,GR-0008302,MAT-00730,SUP-0108,2026-01-21,278,29,104316,DEF_ELECTRICAL,REJECTED,INSP-113
QC-0008303,GR-0008303,MAT-00531,SUP-0006,2026-03-13,306,3,9803,DEF_ELECTRICAL,CONCESSION,INSP-109
QC-0008304,GR-0008304,MAT-00065,SUP-0006,2026-03-14,17,0,0,,ACCEPTED,INSP-107
QC-0008305,GR-0008305,MAT-00878,SUP-0006,2026-03-12,93,4,43010,DEF_PACKAGING,REJECTED,INSP-119
QC-0008306,GR-0008306,MAT-00554,SUP-0040,2025-07-24,353,41,116147,DEF_METALLURGY,REJECTED,INSP-120
QC-0008307,GR-0008307,MAT-00869,SUP-0040,2025-07-26,10,2,200000,DEF_METALLURGY,REJECTED,INSP-115
QC-0008308,GR-0008308,MAT-00561,SUP-0040,2025-07-20,367,44,119891,DEF_DIMENSIONAL,REJECTED,INSP-109
QC-0008309,GR-0008309,MAT-00036,SUP-0040,2025-07-22,106,8,75471,DEF_CONTAMINATION,REJECTED,INSP-102
QC-0008310,GR-0008310,MAT-00463,SUP-0081,2026-03-20,17,2,117647,DEF_METALLURGY,REJECTED,INSP-112
QC-0008311,GR-0008311,MAT-00847,SUP-0097,2026-04-04,345,17,49275,DEF_SURFACE,REJECTED,INSP-123
QC-0008312,GR-0008312,MAT-00678,SUP-0097,2026-04-01,107,4,37383,DEF_METALLURGY,CONCESSION,INSP-104
QC-0008313,GR-0008313,MAT-01090,SUP-0022,2026-04-13,16,1,62500,DEF_SURFACE,REJECTED,INSP-110
QC-0008314,GR-0008314,MAT-00614,SUP-0022,2026-04-10,44,0,0,,ACCEPTED,INSP-107
QC-0008315,GR-0008315,MAT-00075,SUP-0022,2026-04-11,17,0,0,,ACCEPTED,INSP-101
QC-0008316,GR-0008316,MAT-01123,SUP-0112,2026-04-05,10,0,0,,ACCEPTED,INSP-101
QC-0008317,GR-0008317,MAT-00783,SUP-0058,2025-10-04,136,12,88235,DEF_METALLURGY,REJECTED,INSP-101
QC-0008318,GR-0008318,MAT-00307,SUP-0058,2025-10-05,186,6,32258,DEF_PACKAGING,CONCESSION,INSP-103
QC-0008319,GR-0008319,MAT-00338,SUP-0012,2025-12-06,43,5,116279,DEF_DIMENSIONAL,REJECTED,INSP-124
QC-0008320,GR-0008320,MAT-00437,SUP-0094,2025-04-20,284,0,0,,ACCEPTED,INSP-115
QC-0008321,GR-0008321,MAT-00165,SUP-0114,2025-04-24,16,4,250000,DEF_DIMENSIONAL,REJECTED,INSP-113
QC-0008322,GR-0008322,MAT-00918,SUP-0081,2026-02-19,93,15,161290,DEF_SURFACE,REJECTED,INSP-111
QC-0008323,GR-0008323,MAT-00178,SUP-0012,2025-11-07,10,0,0,,ACCEPTED,INSP-117
QC-0008324,GR-0008324,MAT-01124,SUP-0020,2025-09-02,720,82,113888,DEF_METALLURGY,REJECTED,INSP-121
QC-0008325,GR-0008325,MAT-00169,SUP-0117,2025-08-06,215,12,55813,DEF_METALLURGY,REJECTED,INSP-103
QC-0008326,GR-0008326,MAT-00159,SUP-0039,2025-02-04,11,0,0,,ACCEPTED,INSP-109
QC-0008327,GR-0008327,MAT-00653,SUP-0039,2025-02-02,135,12,88888,DEF_PACKAGING,REJECTED,INSP-103
QC-0008328,GR-0008328,MAT-00249,SUP-0041,2026-03-07,168,16,95238,DEF_PACKAGING,REJECTED,INSP-104
QC-0008329,GR-0008329,MAT-00291,SUP-0059,2025-07-07,741,107,144399,DEF_SURFACE,REJECTED,INSP-117
QC-0008330,GR-0008330,MAT-00341,SUP-0028,2025-08-04,109,6,55045,DEF_PACKAGING,REJECTED,INSP-123
QC-0008331,GR-0008331,MAT-00484,SUP-0098,2025-10-29,101,15,148514,DEF_CONTAMINATION,REJECTED,INSP-101
QC-0008332,GR-0008332,MAT-01161,SUP-0104,2025-12-06,24,4,166666,DEF_ELECTRICAL,REJECTED,INSP-120
QC-0008333,GR-0008333,MAT-00368,SUP-0104,2025-11-28,303,19,62706,DEF_SURFACE,REJECTED,INSP-111
QC-0008334,GR-0008334,MAT-00075,SUP-0040,2025-10-08,27,6,222222,DEF_SURFACE,REJECTED,INSP-106
QC-0008335,GR-0008335,MAT-01167,SUP-0061,2025-09-18,105,1,9523,DEF_DIMENSIONAL,CONCESSION,INSP-107
QC-0008336,GR-0008336,MAT-00686,SUP-0061,2025-09-18,10,0,0,,ACCEPTED,INSP-119
QC-0008337,GR-0008337,MAT-00147,SUP-0061,2025-09-22,10,0,0,,ACCEPTED,INSP-117
QC-0008338,GR-0008338,MAT-00920,SUP-0110,2026-01-05,64,4,62500,DEF_METALLURGY,REJECTED,INSP-124
