allocation_id,work_order_id,material_id,required_quantity,allocated_quantity,shortage_quantity
ALC-0006988,WO-2025-001165,MAT-00963,715,715,0
ALC-0006989,WO-2025-001165,MAT-00212,897,897,0
ALC-0006990,WO-2025-001165,MAT-00205,1795,1795,0
ALC-0006991,WO-2025-001165,MAT-00622,820,820,0
ALC-0006992,WO-2025-001165,MAT-00301,1883,1883,0
ALC-0006993,WO-2025-001165,MAT-00051,1993,1993,0
ALC-0006994,WO-2025-001165,MAT-00356,1591,1591,0
ALC-0006995,WO-2025-001166,MAT-01133,1046,1046,0
ALC-0006996,WO-2025-001166,MAT-01195,3574,3574,0
ALC-0006997,WO-2025-001166,MAT-01200,1664,1664,0
ALC-0006998,WO-2025-001166,MAT-00379,1071,1071,0
ALC-0006999,WO-2025-001167,MAT-00887,2526,2526,0
ALC-0007000,WO-2025-001167,MAT-00482,4804,4804,0
ALC-0007001,WO-2025-001167,MAT-01123,3642,3642,0
ALC-0007002,WO-2025-001167,MAT-00586,2910,2910,0
ALC-0007003,WO-2025-001167,MAT-01035,2308,2308,0
ALC-0007004,WO-2025-001167,MAT-00127,3846,3846,0
ALC-0007005,WO-2025-001168,MAT-00614,206,206,0
ALC-0007006,WO-2025-001168,MAT-00555,132,132,0
ALC-0007007,WO-2025-001168,MAT-01164,159,159,0
ALC-0007008,WO-2025-001168,MAT-00853,176,176,0
ALC-0007009,WO-2025-001168,MAT-00737,238,238,0
ALC-0007010,WO-2025-001168,MAT-00714,190,190,0
ALC-0007011,WO-2025-001168,MAT-01183,52,52,0
ALC-0007012,WO-2025-001169,MAT-00608,129,129,0
ALC-0007013,WO-2025-001169,MAT-00554,437,437,0
ALC-0007014,WO-2025-001169,MAT-00336,377,377,0
ALC-0007015,WO-2025-001169,MAT-00318,174,174,0
ALC-0007016,WO-2025-001169,MAT-00052,261,261,0
ALC-0007017,WO-2025-001170,MAT-00035,480,480,0
ALC-0007018,WO-2025-001170,MAT-00195,745,745,0
ALC-0007019,WO-2025-001170,MAT-00381,1111,1111,0
ALC-0007020,WO-2025-001170,MAT-00862,961,961,0
ALC-0007021,WO-2025-001170,MAT-00952,1070,1070,0
ALC-0007022,WO-2025-001170,MAT-00016,477,477,0
ALC-0007023,WO-2025-001170,MAT-01009,555,555,0
ALC-0007024,WO-2025-001170,MAT-01197,743,743,0
ALC-0007025,WO-2025-001171,MAT-01133,2768,2768,0
ALC-0007026,WO-2025-001171,MAT-00386,2851,2851,0
ALC-0007027,WO-2025-001171,MAT-00086,1200,1200,0
ALC-0007028,WO-2025-001171,MAT-00966,1192,1192,0
ALC-0007029,WO-2025-001171,MAT-00657,1019,1019,0
ALC-0007030,WO-2025-001171,MAT-00379,2891,2891,0
ALC-0007031,WO-2025-001172,MAT-01121,1628,1628,0
ALC-0007032,WO-2025-001172,MAT-01182,2843,2843,0
ALC-0007033,WO-2025-001172,MAT-00661,4883,4883,0
ALC-0007034,WO-2025-001172,MAT-00349,2793,2793,0
ALC-0007035,WO-2025-001172,MAT-00239,1799,1799,0
ALC-0007036,WO-2025-001172,MAT-00565,3662,3662,0
ALC-0007037,WO-2025-001172,MAT-00663,1044,1044,0
ALC-0007038,WO-2025-001172,MAT-01006,1206,1206,0
ALC-0007039,WO-2025-001173,MAT-00800,2019,2019,0
ALC-0007040,WO-2025-001173,MAT-00435,1527,1527,0
ALC-0007041,WO-2025-001173,MAT-00590,1030,1030,0
ALC-0007042,WO-2025-001173,MAT-00075,1576,1576,0
ALC-0007043,WO-2025-001173,MAT-00272,993,993,0
ALC-0007044,WO-2025-001173,MAT-00722,1717,1717,0
ALC-0007045,WO-2025-001173,MAT-00110,1035,1035,0
ALC-0007046,WO-2025-001174,MAT-00209,1217,1217,0
ALC-0007047,WO-2025-001174,MAT-00492,973,973,0
ALC-0007048,WO-2025-001174,MAT-00880,1154,1154,0
ALC-0007049,WO-2025-001174,MAT-01195,558,558,0
ALC-0007050,WO-2025-001174,MAT-00313,737,737,0
ALC-0007051,WO-2025-001174,MAT-00961,355,355,0
ALC-0007052,WO-2025-001174,MAT-00235,687,687,0
ALC-0007053,WO-2025-001175,MAT-00323,248,248,0
ALC-0007054,WO-2025-001175,MAT-00434,80,80,0
ALC-0007055,WO-2025-001175,MAT-00559,81,81,0
ALC-0007056,WO-2025-001175,MAT-00957,82,82,0
ALC-0007057,WO-2025-001175,MAT-00749,108,108,0
ALC-0007058,WO-2025-001176,MAT-00739,139,139,0
ALC-0007059,WO-2025-001176,MAT-00364,117,117,0
ALC-0007060,WO-2025-001176,MAT-00932,154,154,0
ALC-0007061,WO-2025-001176,MAT-00761,119,119,0
ALC-0007062,WO-2025-001176,MAT-00904,233,233,0
ALC-0007063,WO-2025-001177,MAT-01045,2385,2385,0
ALC-0007064,WO-2025-001177,MAT-00752,1348,1348,0
ALC-0007065,WO-2025-001177,MAT-00615,967,967,0
ALC-0007066,WO-2025-001177,MAT-00943,1722,1722,0
ALC-0007067,WO-2025-001177,MAT-00871,1472,1472,0
ALC-0007068,WO-2025-001177,MAT-00671,1372,1372,0
ALC-0007069,WO-2025-001178,MAT-01158,216,216,0
ALC-0007070,WO-2025-001178,MAT-00955,92,92,0
ALC-0007071,WO-2025-001178,MAT-01156,229,229,0
ALC-0007072,WO-2025-001178,MAT-01195,226,226,0
ALC-0007073,WO-2025-001178,MAT-00896,235,235,0
ALC-0007074,WO-2025-001178,MAT-00034,133,133,0
ALC-0007075,WO-2025-001178,MAT-00354,150,150,0
ALC-0007076,WO-2025-001178,MAT-00786,153,153,0
ALC-0007077,WO-2025-001179,MAT-00005,111,111,0
ALC-0007078,WO-2025-001179,MAT-00347,177,177,0
ALC-0007079,WO-2025-001179,MAT-00676,63,63,0
ALC-0007080,WO-2025-001179,MAT-00530,179,179,0
ALC-0007081,WO-2025-001179,MAT-01104,173,173,0
ALC-0007082,WO-2025-001179,MAT-00233,209,209,0
ALC-0007083,WO-2025-001179,MAT-00036,90,90,0
ALC-0007084,WO-2025-001179,MAT-00245,162,162,0
ALC-0007085,WO-2025-001180,MAT-00147,185,185,0
ALC-0007086,WO-2025-001180,MAT-00403,216,216,0
ALC-0007087,WO-2025-001180,MAT-01059,98,98,0
ALC-0007088,WO-2025-001180,MAT-00615,85,85,0
ALC-0007089,WO-2025-001180,MAT-01138,107,107,0
ALC-0007090,WO-2025-001180,MAT-01131,230,230,0
ALC-0007091,WO-2025-001181,MAT-00825,108,108,0
ALC-0007092,WO-2025-001181,MAT-00725,230,230,0
ALC-0007093,WO-2025-001181,MAT-00830,63,63,0
ALC-0007094,WO-2025-001181,MAT-00674,249,249,0
ALC-0007095,WO-2025-001181,MAT-00186,146,146,0
ALC-0007096,WO-2025-001181,MAT-00007,112,112,0
ALC-0007097,WO-2025-001182,MAT-00639,409,409,0
ALC-0007098,WO-2025-001182,MAT-00656,264,264,0
ALC-0007099,WO-2025-001182,MAT-01106,111,111,0
ALC-0007100,WO-2025-001182,MAT-00002,111,111,0
ALC-0007101,WO-2025-001182,MAT-00248,359,359,0
ALC-0007102,WO-2025-001182,MAT-00713,153,153,0
ALC-0007103,WO-2025-001182,MAT-00233,109,109,0
ALC-0007104,WO-2025-001183,MAT-00420,3655,3655,0
ALC-0007105,WO-2025-001183,MAT-00961,4777,4777,0
ALC-0007106,WO-2025-001183,MAT-00482,3251,3251,0
ALC-0007107,WO-2025-001183,MAT-00921,3519,3519,0
ALC-0007108,WO-2025-001183,MAT-01199,2823,2823,0
ALC-0007109,WO-2025-001183,MAT-01183,3030,3030,0
ALC-0007110,WO-2025-001183,MAT-00217,3693,3693,0
ALC-0007111,WO-2025-001183,MAT-00960,1398,1398,0
ALC-0007112,WO-2025-001184,MAT-00824,213,213,0
ALC-0007113,WO-2025-001184,MAT-01063,315,315,0
ALC-0007114,WO-2025-001184,MAT-00789,366,366,0
ALC-0007115,WO-2025-001184,MAT-00708,327,327,0
ALC-0007116,WO-2025-001185,MAT-01011,148,148,0
ALC-0007117,WO-2025-001185,MAT-00087,161,161,0
ALC-0007118,WO-2025-001185,MAT-00424,201,201,0
ALC-0007119,WO-2025-001185,MAT-00658,222,222,0
ALC-0007120,WO-2025-001185,MAT-01049,100,100,0
ALC-0007121,WO-2025-001185,MAT-01116,60,60,0
ALC-0007122,WO-2025-001185,MAT-01125,66,66,0
ALC-0007123,WO-2025-001186,MAT-00727,1453,1453,0
ALC-0007124,WO-2025-001186,MAT-00643,2455,2455,0
ALC-0007125,WO-2025-001186,MAT-00545,1478,1478,0
ALC-0007126,WO-2025-001186,MAT-00345,709,709,0
ALC-0007127,WO-2025-001187,MAT-01087,303,303,0
ALC-0007128,WO-2025-001187,MAT-00327,300,300,0
ALC-0007129,WO-2025-001187,MAT-00402,373,373,0
ALC-0007130,WO-2025-001187,MAT-00713,449,449,0
ALC-0007131,WO-2025-001187,MAT-00444,233,233,0
ALC-0007132,WO-2025-001187,MAT-00348,353,353,0
ALC-0007133,WO-2025-001187,MAT-01054,286,286,0
ALC-0007134,WO-2025-001187,MAT-00439,243,243,0
ALC-0007135,WO-2025-001188,MAT-01126,289,289,0
ALC-0007136,WO-2025-001188,MAT-01019,901,901,0
ALC-0007137,WO-2025-001188,MAT-00386,807,807,0
ALC-0007138,WO-2025-001188,MAT-00941,706,706,0
ALC-0007139,WO-2025-001188,MAT-00137,661,661,0
ALC-0007140,WO-2025-001188,MAT-00945,472,472,0
ALC-0007141,WO-2025-001189,MAT-00108,763,763,0
ALC-0007142,WO-2025-001189,MAT-00038,868,868,0
ALC-0007143,WO-2025-001189,MAT-00853,356,356,0
ALC-0007144,WO-2025-001189,MAT-00660,1211,1211,0
ALC-0007145,WO-2025-001189,MAT-00557,1179,1179,0
ALC-0007146,WO-2025-001189,MAT-00995,269,269,0
ALC-0007147,WO-2025-001189,MAT-01170,1115,1115,0
ALC-0007148,WO-2025-001190,MAT-01004,2150,2150,0
ALC-0007149,WO-2025-001190,MAT-00501,812,812,0
ALC-0007150,WO-2025-001190,MAT-01067,1633,1633,0
ALC-0007151,WO-2025-001190,MAT-00374,1393,1393,0
ALC-0007152,WO-2025-001190,MAT-00585,841,841,0
ALC-0007153,WO-2025-001190,MAT-00085,1802,1802,0
ALC-0007154,WO-2025-001191,MAT-00936,3000,3000,0
ALC-0007155,WO-2025-001191,MAT-00083,1314,1314,0
ALC-0007156,WO-2025-001191,MAT-00376,2420,2420,0
ALC-0007157,WO-2025-001191,MAT-00558,2589,2589,0
ALC-0007158,WO-2025-001191,MAT-00224,2817,2817,0
ALC-0007159,WO-2025-001191,MAT-00799,1899,1899,0
ALC-0007160,WO-2025-001191,MAT-00557,1905,1905,0
ALC-0007161,WO-2025-001192,MAT-00639,630,630,0
ALC-0007162,WO-2025-001192,MAT-00615,300,300,0
ALC-0007163,WO-2025-001192,MAT-00191,1048,1048,0
ALC-0007164,WO-2025-001192,MAT-00306,459,459,0
ALC-0007165,WO-2025-001192,MAT-00531,745,745,0
ALC-0007166,WO-2025-001192,MAT-00957,292,292,0
ALC-0007167,WO-2025-001192,MAT-00782,596,596,0
ALC-0007168,WO-2025-001192,MAT-00906,305,305,0
ALC-0007169,WO-2025-001193,MAT-00005,3701,3701,0
ALC-0007170,WO-2025-001193,MAT-01134,4828,4828,0
ALC-0007171,WO-2025-001193,MAT-00162,4052,4052,0
ALC-0007172,WO-2025-001193,MAT-00861,3410,3410,0
ALC-0007173,WO-2025-001193,MAT-00849,2852,2852,0
ALC-0007174,WO-2025-001194,MAT-00104,1043,1043,0
ALC-0007175,WO-2025-001194,MAT-01074,1885,1885,0
ALC-0007176,WO-2025-001194,MAT-00864,833,833,0
ALC-0007177,WO-2025-001194,MAT-00315,1470,1470,0
ALC-0007178,WO-2025-001194,MAT-01078,585,585,0
ALC-0007179,WO-2025-001194,MAT-01085,1076,1076,0
ALC-0007180,WO-2025-001194,MAT-00565,2254,2254,0
ALC-0007181,WO-2025-001195,MAT-00686,67,67,0
ALC-0007182,WO-2025-001195,MAT-00644,215,215,0
ALC-0007183,WO-2025-001195,MAT-00386,219,219,0
ALC-0007184,WO-2025-001195,MAT-00490,148,148,0
ALC-0007185,WO-2025-001195,MAT-00685,245,245,0
ALC-0007186,WO-2025-001195,MAT-01025,185,185,0
ALC-0007187,WO-2025-001195,MAT-00783,52,52,0
ALC-0007188,WO-2025-001196,MAT-00089,129,129,0
ALC-0007189,WO-2025-001196,MAT-00122,82,82,0
ALC-0007190,WO-2025-001196,MAT-00011,81,81,0
ALC-0007191,WO-2025-001196,MAT-00185,156,156,0
ALC-0007192,WO-2025-001196,MAT-00040,152,152,0
ALC-0007193,WO-2025-001196,MAT-00737,55,55,0
ALC-0007194,WO-2025-001197,MAT-00789,657,657,0
ALC-0007195,WO-2025-001197,MAT-00008,1228,1228,0
ALC-0007196,WO-2025-001197,MAT-00549,864,864,0
ALC-0007197,WO-2025-001197,MAT-00884,1154,1154,0
ALC-0007198,WO-2025-001198,MAT-00948,625,625,0
ALC-0007199,WO-2025-001198,MAT-00753,991,991,0
ALC-0007200,WO-2025-001198,MAT-00590,1184,1184,0
ALC-0007201,WO-2025-001198,MAT-00746,462,462,0
ALC-0007202,WO-2025-001198,MAT-00335,640,640,0
ALC-0007203,WO-2025-001198,MAT-00023,310,310,0
ALC-0007204,WO-2025-001198,MAT-00245,761,761,0
ALC-0007205,WO-2025-001199,MAT-01026,1937,1937,0
ALC-0007206,WO-2025-001199,MAT-01027,3129,3129,0
ALC-0007207,WO-2025-001199,MAT-00767,1176,1176,0
ALC-0007208,WO-2025-001199,MAT-00553,4119,4119,0
ALC-0007209,WO-2025-001199,MAT-00676,2968,2968,0
ALC-0007210,WO-2025-001199,MAT-00118,1224,1224,0
ALC-0007211,WO-2025-001199,MAT-01156,1057,1057,0
ALC-0007212,WO-2025-001200,MAT-00147,134,134,0
ALC-0007213,WO-2025-001200,MAT-00883,132,132,0
ALC-0007214,WO-2025-001200,MAT-00121,107,107,0
ALC-0007215,WO-2025-001200,MAT-00595,184,184,0
ALC-0007216,WO-2025-001200,MAT-00262,189,189,0
ALC-0007217,WO-2025-001201,MAT-00069,876,876,0
ALC-0007218,WO-2025-001201,MAT-00843,679,679,0
ALC-0007219,WO-2025-001201,MAT-00755,757,757,0
ALC-0007220,WO-2025-001201,MAT-00243,662,662,0
ALC-0007221,WO-2025-001202,MAT-00018,489,489,0
ALC-0007222,WO-2025-001202,MAT-00112,477,477,0
ALC-0007223,WO-2025-001202,MAT-01071,219,219,0
ALC-0007224,WO-2025-001202,MAT-00966,273,273,0
ALC-0007225,WO-2025-001202,MAT-00469,247,247,0
ALC-0007226,WO-2025-001202,MAT-00071,209,209,0
ALC-0007227,WO-2025-001203,MAT-00913,976,976,0
ALC-0007228,WO-2025-001203,MAT-00033,941,941,0
ALC-0007229,WO-2025-001203,MAT-00447,1031,1031,0
ALC-0007230,WO-2025-001203,MAT-00365,579,579,0
ALC-0007231,WO-2025-001203,MAT-01146,708,708,0
ALC-0007232,WO-2025-001203,MAT-01103,580,580,0
ALC-0007233,WO-2025-001204,MAT-00077,87,87,0
ALC-0007234,WO-2025-001204,MAT-00822,228,228,0
ALC-0007235,WO-2025-001204,MAT-00564,141,141,0
ALC-0007236,WO-2025-001204,MAT-01154,152,152,0
ALC-0007237,WO-2025-001204,MAT-00859,238,238,0
ALC-0007238,WO-2025-001205,MAT-00566,603,603,0
ALC-0007239,WO-2025-001205,MAT-00735,1055,1055,0
ALC-0007240,WO-2025-001205,MAT-00568,1226,1226,0
ALC-0007241,WO-2025-001205,MAT-00841,529,529,0
ALC-0007242,WO-2025-001205,MAT-00920,735,735,0
ALC-0007243,WO-2025-001205,MAT-01190,565,565,0
ALC-0007244,WO-2025-001206,MAT-00255,4111,4111,0
ALC-0007245,WO-2025-001206,MAT-00709,2544,2544,0
ALC-0007246,WO-2025-001206,MAT-01173,2783,2783,0
ALC-0007247,WO-2025-001206,MAT-00357,1350,1350,0
ALC-0007248,WO-2025-001206,MAT-00898,1291,1291,0
ALC-0007249,WO-2025-001206,MAT-00209,1464,1464,0
ALC-0007250,WO-2025-001206,MAT-00252,3766,3766,0
ALC-0007251,WO-2025-001206,MAT-00223,2951,2951,0
ALC-0007252,WO-2025-001207,MAT-00459,362,362,0
ALC-0007253,WO-2025-001207,MAT-00403,939,939,0
ALC-0007254,WO-2025-001207,MAT-00104,1067,1067,0
ALC-0007255,WO-2025-001207,MAT-01189,759,759,0
ALC-0007256,WO-2025-001207,MAT-00802,873,873,0
ALC-0007257,WO-2025-001207,MAT-00827,847,847,0
ALC-0007258,WO-2025-001208,MAT-00234,526,526,0
ALC-0007259,WO-2025-001208,MAT-00916,731,731,0
ALC-0007260,WO-2025-001208,MAT-00501,720,720,0
ALC-0007261,WO-2025-001208,MAT-01057,413,413,0
ALC-0007262,WO-2025-001208,MAT-00753,273,273,0
ALC-0007263,WO-2025-001209,MAT-00104,399,399,0
ALC-0007264,WO-2025-001209,MAT-00627,357,357,0
ALC-0007265,WO-2025-001209,MAT-00439,419,419,0
ALC-0007266,WO-2025-001209,MAT-00914,339,339,0
ALC-0007267,WO-2025-001209,MAT-00845,309,309,0
ALC-0007268,WO-2025-001209,MAT-01190,310,310,0
ALC-0007269,WO-2025-001210,MAT-01082,429,429,0
ALC-0007270,WO-2025-001210,MAT-00506,118,118,0
ALC-0007271,WO-2025-001210,MAT-00052,487,487,0
ALC-0007272,WO-2025-001210,MAT-00990,113,113,0
ALC-0007273,WO-2025-001210,MAT-00244,204,204,0
ALC-0007274,WO-2025-001210,MAT-01116,333,333,0
ALC-0007275,WO-2025-001211,MAT-00543,447,447,0
ALC-0007276,WO-2025-001211,MAT-00201,293,293,0
ALC-0007277,WO-2025-001211,MAT-01147,373,373,0
ALC-0007278,WO-2025-001211,MAT-00581,469,469,0
ALC-0007279,WO-2025-001211,MAT-00446,106,106,0
ALC-0007280,WO-2025-001212,MAT-00941,1051,1051,0
ALC-0007281,WO-2025-001212,MAT-00522,1744,1744,0
ALC-0007282,WO-2025-001212,MAT-00979,642,642,0
ALC-0007283,WO-2025-001212,MAT-00006,691,691,0
ALC-0007284,WO-2025-001213,MAT-00363,1883,1883,0
ALC-0007285,WO-2025-001213,MAT-00366,1600,1600,0
ALC-0007286,WO-2025-001213,MAT-00245,926,926,0
ALC-0007287,WO-2025-001213,MAT-01055,1391,1391,0
ALC-0007288,WO-2025-001213,MAT-00304,1941,1941,0
ALC-0007289,WO-2025-001214,MAT-01031,3142,3142,0
ALC-0007290,WO-2025-001214,MAT-00398,4635,4635,0
ALC-0007291,WO-2025-001214,MAT-00357,1865,1865,0
ALC-0007292,WO-2025-001214,MAT-01039,2326,2326,0
ALC-0007293,WO-2025-001215,MAT-00315,532,532,0
ALC-0007294,WO-2025-001215,MAT-00053,1038,1038,0
ALC-0007295,WO-2025-001215,MAT-00707,265,265,0
ALC-0007296,WO-2025-001215,MAT-00561,436,436,0
ALC-0007297,WO-2025-001215,MAT-00921,479,479,0
ALC-0007298,WO-2025-001215,MAT-00541,775,775,0
ALC-0007299,WO-2025-001215,MAT-00060,760,760,0
ALC-0007300,WO-2025-001216,MAT-00147,3256,3256,0
ALC-0007301,WO-2025-001216,MAT-01078,3662,3662,0
ALC-0007302,WO-2025-001216,MAT-01115,4863,4863,0
ALC-0007303,WO-2025-001216,MAT-01084,2099,2099,0
ALC-0007304,WO-2025-001217,MAT-00332,409,409,0
ALC-0007305,WO-2025-001217,MAT-00291,1060,1060,0
ALC-0007306,WO-2025-001217,MAT-00675,564,564,0
ALC-0007307,WO-2025-001217,MAT-00149,424,424,0
ALC-0007308,WO-2025-001218,MAT-00837,175,175,0
ALC-0007309,WO-2025-001218,MAT-01130,128,128,0
ALC-0007310,WO-2025-001218,MAT-00890,143,143,0
ALC-0007311,WO-2025-001218,MAT-00036,248,248,0
ALC-0007312,WO-2025-001218,MAT-00172,236,236,0
ALC-0007313,WO-2025-001218,MAT-00275,172,172,0
ALC-0007314,WO-2025-001218,MAT-00099,143,143,0
ALC-0007315,WO-2025-001219,MAT-00599,1155,1155,0
ALC-0007316,WO-2025-001219,MAT-00144,1621,1621,0
ALC-0007317,WO-2025-001219,MAT-00822,774,774,0
ALC-0007318,WO-2025-001219,MAT-00978,1091,1091,0
ALC-0007319,WO-2025-001219,MAT-00486,2268,2268,0
ALC-0007320,WO-2025-001219,MAT-00738,579,579,0
ALC-0007321,WO-2025-001219,MAT-00891,911,911,0
ALC-0007322,WO-2025-001219,MAT-00520,2252,2252,0
ALC-0007323,WO-2025-001220,MAT-01158,4329,4329,0
ALC-0007324,WO-2025-001220,MAT-00333,1264,1264,0
ALC-0007325,WO-2025-001220,MAT-00353,3976,3976,0
ALC-0007326,WO-2025-001220,MAT-00511,1367,1367,0
ALC-0007327,WO-2025-001220,MAT-00229,1031,1031,0
ALC-0007328,WO-2025-001220,MAT-01118,3093,3093,0
ALC-0007329,WO-2025-001221,MAT-00481,867,151,716
ALC-0007330,WO-2025-001221,MAT-00837,762,168,594
ALC-0007331,WO-2025-001221,MAT-00817,409,108,301
ALC-0007332,WO-2025-001221,MAT-00080,1246,186,1060
ALC-0007333,WO-2025-001221,MAT-00730,894,166,728
ALC-0007334,WO-2025-001221,MAT-00651,913,235,678
ALC-0007335,WO-2025-001221,MAT-00196,1050,368,682
ALC-0007336,WO-2025-001221,MAT-00950,1105,121,984
ALC-0007337,WO-2025-001222,MAT-00001,4716,4716,0
ALC-0007338,WO-2025-001222,MAT-00874,2940,2940,0
ALC-0007339,WO-2025-001222,MAT-00491,2893,2893,0
ALC-0007340,WO-2025-001222,MAT-00242,3320,3320,0
ALC-0007341,WO-2025-001222,MAT-00891,4391,4391,0
ALC-0007342,WO-2025-001222,MAT-00390,3754,3754,0
ALC-0007343,WO-2025-001222,MAT-00294,1639,1639,0
ALC-0007344,WO-2025-001222,MAT-00412,3543,3543,0
ALC-0007345,WO-2025-001223,MAT-00510,284,284,0
ALC-0007346,WO-2025-001223,MAT-00043,266,266,0
ALC-0007347,WO-2025-001223,MAT-00162,129,129,0
ALC-0007348,WO-2025-001223,MAT-00823,253,253,0
ALC-0007349,WO-2025-001223,MAT-00759,438,438,0
ALC-0007350,WO-2025-001223,MAT-01036,317,317,0
ALC-0007351,WO-2025-001224,MAT-01006,427,427,0
ALC-0007352,WO-2025-001224,MAT-00338,315,315,0
ALC-0007353,WO-2025-001224,MAT-00707,426,426,0
ALC-0007354,WO-2025-001224,MAT-00787,203,203,0
ALC-0007355,WO-2025-001224,MAT-00241,207,207,0
ALC-0007356,WO-2025-001224,MAT-00640,360,360,0
ALC-0007357,WO-2025-001224,MAT-00233,463,463,0
ALC-0007358,WO-2025-001225,MAT-00017,158,158,0
ALC-0007359,WO-2025-001225,MAT-00254,181,181,0
ALC-0007360,WO-2025-001225,MAT-00643,206,206,0
ALC-0007361,WO-2025-001225,MAT-00033,54,54,0
ALC-0007362,WO-2025-001225,MAT-00550,115,115,0
ALC-0007363,WO-2025-001225,MAT-01184,60,60,0
ALC-0007364,WO-2025-001225,MAT-01162,143,143,0
ALC-0007365,WO-2025-001226,MAT-00284,94,94,0
ALC-0007366,WO-2025-001226,MAT-00197,115,115,0
ALC-0007367,WO-2025-001226,MAT-00461,87,87,0
ALC-0007368,WO-2025-001226,MAT-00971,123,123,0
ALC-0007369,WO-2025-001226,MAT-00901,58,58,0
ALC-0007370,WO-2025-001226,MAT-00096,205,205,0
ALC-0007371,WO-2025-001226,MAT-00072,226,226,0
ALC-0007372,WO-2025-001226,MAT-00098,156,156,0
ALC-0007373,WO-2025-001227,MAT-00839,859,859,0
ALC-0007374,WO-2025-001227,MAT-00881,509,509,0
ALC-0007375,WO-2025-001227,MAT-00463,862,862,0
ALC-0007376,WO-2025-001227,MAT-00033,340,340,0
ALC-0007377,WO-2025-001228,MAT-00557,228,228,0
ALC-0007378,WO-2025-001228,MAT-00030,458,458,0
ALC-0007379,WO-2025-001228,MAT-00519,271,271,0
ALC-0007380,WO-2025-001228,MAT-00263,445,445,0
ALC-0007381,WO-2025-001228,MAT-00695,162,162,0
ALC-0007382,WO-2025-001228,MAT-00589,301,301,0
ALC-0007383,WO-2025-001228,MAT-00253,329,329,0
ALC-0007384,WO-2025-001229,MAT-00824,1630,1630,0
ALC-0007385,WO-2025-001229,MAT-00624,943,943,0
ALC-0007386,WO-2025-001229,MAT-00897,645,645,0
ALC-0007387,WO-2025-001229,MAT-01003,1174,1174,0
ALC-0007388,WO-2025-001229,MAT-01130,586,586,0
ALC-0007389,WO-2025-001230,MAT-00907,1190,1190,0
ALC-0007390,WO-2025-001230,MAT-00454,3580,3580,0
ALC-0007391,WO-2025-001230,MAT-00015,1903,1903,0
ALC-0007392,WO-2025-001230,MAT-00120,3710,3710,0
ALC-0007393,WO-2025-001230,MAT-00325,2973,2973,0
ALC-0007394,WO-2025-001230,MAT-00533,4541,4541,0
ALC-0007395,WO-2025-001230,MAT-00081,3010,3010,0
ALC-0007396,WO-2025-001230,MAT-00996,3455,3455,0
ALC-0007397,WO-2025-001231,MAT-01126,3914,3914,0
ALC-0007398,WO-2025-001231,MAT-00555,4932,4932,0
ALC-0007399,WO-2025-001231,MAT-01103,2886,2886,0
ALC-0007400,WO-2025-001231,MAT-00531,4172,4172,0
ALC-0007401,WO-2025-001231,MAT-00281,1296,1296,0
ALC-0007402,WO-2025-001232,MAT-00053,458,458,0
ALC-0007403,WO-2025-001232,MAT-00011,458,458,0
ALC-0007404,WO-2025-001232,MAT-00087,304,304,0
ALC-0007405,WO-2025-001232,MAT-00392,275,275,0
ALC-0007406,WO-2025-001233,MAT-01082,329,329,0
ALC-0007407,WO-2025-001233,MAT-00551,994,994,0
ALC-0007408,WO-2025-001233,MAT-01141,937,937,0
ALC-0007409,WO-2025-001233,MAT-01035,797,797,0
ALC-0007410,WO-2025-001233,MAT-00407,631,631,0
ALC-0007411,WO-2025-001233,MAT-00714,1178,1178,0
ALC-0007412,WO-2025-001233,MAT-00645,317,317,0
ALC-0007413,WO-2025-001234,MAT-00156,153,153,0
ALC-0007414,WO-2025-001234,MAT-00687,234,234,0
ALC-0007415,WO-2025-001234,MAT-00313,121,121,0
ALC-0007416,WO-2025-001234,MAT-00575,200,200,0
ALC-0007417,WO-2025-001234,MAT-00659,175,175,0
ALC-0007418,WO-2025-001234,MAT-01061,142,142,0
ALC-0007419,WO-2025-001234,MAT-01200,68,68,0
ALC-0007420,WO-2025-001235,MAT-00907,364,364,0
ALC-0007421,WO-2025-001235,MAT-00663,427,427,0
ALC-0007422,WO-2025-001235,MAT-00196,284,284,0
ALC-0007423,WO-2025-001235,MAT-00658,498,498,0
ALC-0007424,WO-2025-001235,MAT-00586,206,206,0
ALC-0007425,WO-2025-001235,MAT-00117,349,349,0
ALC-0007426,WO-2025-001235,MAT-00737,190,190,0
ALC-0007427,WO-2025-001235,MAT-00708,321,321,0
ALC-0007428,WO-2025-001236,MAT-01081,178,178,0
ALC-0007429,WO-2025-001236,MAT-00860,57,57,0
ALC-0007430,WO-2025-001236,MAT-01157,194,194,0
ALC-0007431,WO-2025-001236,MAT-00472,101,101,0
ALC-0007432,WO-2025-001237,MAT-00900,227,227,0
ALC-0007433,WO-2025-001237,MAT-00596,110,110,0
ALC-0007434,WO-2025-001237,MAT-00680,102,102,0
ALC-0007435,WO-2025-001237,MAT-00190,196,196,0
ALC-0007436,WO-2025-001237,MAT-00790,119,119,0
ALC-0007437,WO-2025-001238,MAT-00838,453,453,0
ALC-0007438,WO-2025-001238,MAT-00809,199,199,0
ALC-0007439,WO-2025-001238,MAT-00198,362,362,0
ALC-0007440,WO-2025-001238,MAT-00287,291,291,0
ALC-0007441,WO-2025-001238,MAT-00613,367,367,0
ALC-0007442,WO-2025-001238,MAT-00398,203,203,0
