movement_id,material_id,warehouse_id,factory_id,movement_date,movement_type,quantity,reference_doc_type,reference_doc_id
MOV-00076666,MAT-01177,WH-US-RAW-01,FAC-US-01,2025-07-11,TRANSFER_OUT,-18,TRANSFER_ORDER,TRF-21297
MOV-00076667,MAT-00878,WH-US-FIN-01,FAC-US-01,2026-02-25,PRODUCTION_ISSUE,-73,WORK_ORDER,WO-ACT-9238
MOV-00076668,MAT-00504,WH-APAC-FIN-01,FAC-APAC-01,2025-12-19,PRODUCTION_ISSUE,-26,WORK_ORDER,WO-ACT-7204
MOV-00076669,MAT-00588,WH-MX-FIN-01,FAC-MX-01,2025-07-02,PRODUCTION_ISSUE,-55,WORK_ORDER,WO-ACT-8172
MOV-00076670,MAT-00785,WH-MX-RAW-01,FAC-MX-01,2026-05-11,PRODUCTION_ISSUE,-54,WORK_ORDER,WO-ACT-1240
MOV-00076671,MAT-00902,WH-APAC-FIN-01,FAC-APAC-01,2025-05-30,PRODUCTION_ISSUE,-68,WORK_ORDER,WO-ACT-6163
MOV-00076672,MAT-00633,WH-MX-RAW-01,FAC-MX-01,2025-07-20,PRODUCTION_ISSUE,-17,WORK_ORDER,WO-ACT-9447
MOV-00076673,MAT-00528,WH-EU-FIN-01,FAC-EU-01,2026-05-20,TRANSFER_IN,39,TRANSFER_ORDER,TRF-99409
MOV-00076674,MAT-01176,WH-US-FIN-01,FAC-US-01,2025-07-14,PRODUCTION_ISSUE,-38,WORK_ORDER,WO-ACT-4201
MOV-00076675,MAT-00437,WH-EU-FIN-01,FAC-EU-01,2026-01-12,TRANSFER_IN,49,TRANSFER_ORDER,TRF-90553
MOV-00076676,MAT-00349,WH-EU-RAW-01,FAC-EU-01,2025-04-08,PRODUCTION_ISSUE,-64,WORK_ORDER,WO-ACT-5741
MOV-00076677,MAT-01105,WH-EU-FIN-01,FAC-EU-01,2025-07-03,PRODUCTION_ISSUE,-53,WORK_ORDER,WO-ACT-1253
MOV-00076678,MAT-00341,WH-APAC-FIN-01,FAC-APAC-01,2025-05-19,PRODUCTION_ISSUE,-46,WORK_ORDER,WO-ACT-8170
MOV-00076679,MAT-00924,WH-MX-FIN-01,FAC-MX-01,2025-04-02,PRODUCTION_ISSUE,-72,WORK_ORDER,WO-ACT-1510
MOV-00076680,MAT-01050,WH-US-FIN-01,FAC-US-01,2025-03-15,SCRAP,-4,SCRAP_NOTICE,SCR-5938
MOV-00076681,MAT-00467,WH-EU-FIN-01,FAC-EU-01,2025-07-14,PRODUCTION_ISSUE,-23,WORK_ORDER,WO-ACT-3143
MOV-00076682,MAT-01151,WH-MX-RAW-01,FAC-MX-01,2026-06-08,CYCLE_ADJUSTMENT,-7,AUDIT_COUNT,AUD-316
MOV-00076683,MAT-00449,WH-EU-RAW-01,FAC-EU-01,2026-02-17,SCRAP,-3,SCRAP_NOTICE,SCR-9797
MOV-00076684,MAT-00954,WH-US-FIN-01,FAC-US-01,2025-02-07,TRANSFER_OUT,-48,TRANSFER_ORDER,TRF-86362
MOV-00076685,MAT-00587,WH-MX-RAW-01,FAC-MX-01,2025-12-20,PRODUCTION_ISSUE,-18,WORK_ORDER,WO-ACT-2748
MOV-00076686,MAT-00739,WH-APAC-FIN-01,FAC-APAC-01,2025-01-29,PRODUCTION_ISSUE,-43,WORK_ORDER,WO-ACT-9757
MOV-00076687,MAT-00394,WH-EU-RAW-01,FAC-EU-01,2026-06-11,PRODUCTION_ISSUE,-61,WORK_ORDER,WO-ACT-6329
MOV-00076688,MAT-00064,WH-APAC-FIN-01,FAC-APAC-01,2025-02-24,SCRAP,-12,SCRAP_NOTICE,SCR-3066
MOV-00076689,MAT-00911,WH-MX-RAW-01,FAC-MX-01,2026-05-07,PRODUCTION_ISSUE,-14,WORK_ORDER,WO-ACT-8346
MOV-00076690,MAT-00424,WH-MX-RAW-01,FAC-MX-01,2025-04-28,SCRAP,-11,SCRAP_NOTICE,SCR-1772
MOV-00076691,MAT-01075,WH-MX-RAW-01,FAC-MX-01,2025-07-28,PRODUCTION_ISSUE,-37,WORK_ORDER,WO-ACT-5078
MOV-00076692,MAT-00139,WH-US-FIN-01,FAC-US-01,2025-08-08,PRODUCTION_ISSUE,-7,WORK_ORDER,WO-ACT-8507
MOV-00076693,MAT-00855,WH-MX-RAW-01,FAC-MX-01,2025-08-02,PRODUCTION_ISSUE,-12,WORK_ORDER,WO-ACT-5166
MOV-00076694,MAT-00090,WH-EU-RAW-01,FAC-EU-01,2025-04-23,PRODUCTION_ISSUE,-56,WORK_ORDER,WO-ACT-1929
MOV-00076695,MAT-00064,WH-MX-RAW-01,FAC-MX-01,2025-07-14,PRODUCTION_ISSUE,-8,WORK_ORDER,WO-ACT-8201
MOV-00076696,MAT-00969,WH-APAC-RAW-01,FAC-APAC-01,2025-12-04,TRANSFER_IN,10,TRANSFER_ORDER,TRF-49174
MOV-00076697,MAT-00104,WH-EU-RAW-01,FAC-EU-01,2025-05-09,PRODUCTION_ISSUE,-55,WORK_ORDER,WO-ACT-6582
MOV-00076698,MAT-00479,WH-EU-FIN-01,FAC-EU-01,2025-10-03,PRODUCTION_ISSUE,-24,WORK_ORDER,WO-ACT-4992
MOV-00076699,MAT-00809,WH-US-FIN-01,FAC-US-01,2025-07-23,SCRAP,-4,SCRAP_NOTICE,SCR-5000
MOV-00076700,MAT-00287,WH-MX-FIN-01,FAC-MX-01,2025-11-24,PRODUCTION_ISSUE,-74,WORK_ORDER,WO-ACT-8674
MOV-00076701,MAT-00968,WH-MX-FIN-01,FAC-MX-01,2025-12-24,PRODUCTION_ISSUE,-33,WORK_ORDER,WO-ACT-9635
MOV-00076702,MAT-00277,WH-US-RAW-01,FAC-US-01,2026-06-20,SCRAP,-1,SCRAP_NOTICE,SCR-7973
MOV-00076703,MAT-01049,WH-MX-FIN-01,FAC-MX-01,2026-06-02,PRODUCTION_ISSUE,-25,WORK_ORDER,WO-ACT-8241
MOV-00076704,MAT-00105,WH-EU-RAW-01,FAC-EU-01,2025-09-03,TRANSFER_IN,33,TRANSFER_ORDER,TRF-25328
MOV-00076705,MAT-01027,WH-APAC-FIN-01,FAC-APAC-01,2026-01-23,PRODUCTION_ISSUE,-29,WORK_ORDER,WO-ACT-3796
MOV-00076706,MAT-00539,WH-US-RAW-01,FAC-US-01,2025-08-25,PRODUCTION_ISSUE,-33,WORK_ORDER,WO-ACT-3659
MOV-00076707,MAT-00565,WH-APAC-FIN-01,FAC-APAC-01,2025-10-19,TRANSFER_OUT,-50,TRANSFER_ORDER,TRF-17477
MOV-00076708,MAT-00230,WH-US-FIN-01,FAC-US-01,2025-07-30,SCRAP,-7,SCRAP_NOTICE,SCR-3291
MOV-00076709,MAT-00862,WH-US-FIN-01,FAC-US-01,2025-11-15,PRODUCTION_ISSUE,-71,WORK_ORDER,WO-ACT-2120
MOV-00076710,MAT-00819,WH-APAC-RAW-01,FAC-APAC-01,2026-01-12,PRODUCTION_ISSUE,-57,WORK_ORDER,WO-ACT-9181
MOV-00076711,MAT-00209,WH-EU-FIN-01,FAC-EU-01,2026-01-21,PRODUCTION_ISSUE,-28,WORK_ORDER,WO-ACT-3849
MOV-00076712,MAT-00196,WH-APAC-RAW-01,FAC-APAC-01,2025-02-23,SCRAP,-7,SCRAP_NOTICE,SCR-6531
MOV-00076713,MAT-00544,WH-MX-RAW-01,FAC-MX-01,2025-01-23,PRODUCTION_ISSUE,-33,WORK_ORDER,WO-ACT-5115
MOV-00076714,MAT-00966,WH-APAC-FIN-01,FAC-APAC-01,2026-05-13,SCRAP,-10,SCRAP_NOTICE,SCR-6212
MOV-00076715,MAT-00964,WH-MX-FIN-01,FAC-MX-01,2025-10-20,PRODUCTION_ISSUE,-19,WORK_ORDER,WO-ACT-4446
MOV-00076716,MAT-00818,WH-MX-RAW-01,FAC-MX-01,2025-09-05,PRODUCTION_ISSUE,-22,WORK_ORDER,WO-ACT-7912
MOV-00076717,MAT-00865,WH-APAC-FIN-01,FAC-APAC-01,2025-04-22,PRODUCTION_ISSUE,-60,WORK_ORDER,WO-ACT-7498
MOV-00076718,MAT-01099,WH-APAC-FIN-01,FAC-APAC-01,2025-07-30,SCRAP,-8,SCRAP_NOTICE,SCR-8494
MOV-00076719,MAT-01128,WH-APAC-FIN-01,FAC-APAC-01,2025-09-02,PRODUCTION_ISSUE,-62,WORK_ORDER,WO-ACT-1170
MOV-00076720,MAT-00936,WH-MX-RAW-01,FAC-MX-01,2025-11-04,PRODUCTION_ISSUE,-37,WORK_ORDER,WO-ACT-1265
MOV-00076721,MAT-00520,WH-MX-RAW-01,FAC-MX-01,2026-05-06,PRODUCTION_ISSUE,-11,WORK_ORDER,WO-ACT-3642
MOV-00076722,MAT-00377,WH-MX-FIN-01,FAC-MX-01,2026-02-06,PRODUCTION_ISSUE,-19,WORK_ORDER,WO-ACT-4839
MOV-00076723,MAT-00792,WH-EU-FIN-01,FAC-EU-01,2026-03-29,PRODUCTION_ISSUE,-45,WORK_ORDER,WO-ACT-2987
MOV-00076724,MAT-00766,WH-APAC-RAW-01,FAC-APAC-01,2026-02-15,PRODUCTION_ISSUE,-70,WORK_ORDER,WO-ACT-4614
MOV-00076725,MAT-00243,WH-EU-FIN-01,FAC-EU-01,2025-05-29,CYCLE_ADJUSTMENT,19,AUDIT_COUNT,AUD-946
MOV-00076726,MAT-00388,WH-US-FIN-01,FAC-US-01,2026-06-01,TRANSFER_OUT,-33,TRANSFER_ORDER,TRF-71103
MOV-00076727,MAT-00336,WH-EU-RAW-01,FAC-EU-01,2025-10-05,PRODUCTION_ISSUE,-65,WORK_ORDER,WO-ACT-1650
MOV-00076728,MAT-01010,WH-EU-FIN-01,FAC-EU-01,2026-02-08,PRODUCTION_ISSUE,-20,WORK_ORDER,WO-ACT-6823
MOV-00076729,MAT-00413,WH-APAC-RAW-01,FAC-APAC-01,2025-07-07,PRODUCTION_ISSUE,-68,WORK_ORDER,WO-ACT-1275
MOV-00076730,MAT-00135,WH-EU-RAW-01,FAC-EU-01,2026-02-19,TRANSFER_IN,36,TRANSFER_ORDER,TRF-83981
MOV-00076731,MAT-00516,WH-US-FIN-01,FAC-US-01,2025-07-19,PRODUCTION_ISSUE,-48,WORK_ORDER,WO-ACT-9783
MOV-00076732,MAT-00834,WH-US-FIN-01,FAC-US-01,2025-12-24,PRODUCTION_ISSUE,-26,WORK_ORDER,WO-ACT-1270
MOV-00076733,MAT-00673,WH-EU-FIN-01,FAC-EU-01,2025-10-28,SCRAP,-8,SCRAP_NOTICE,SCR-5241
MOV-00076734,MAT-00641,WH-APAC-RAW-01,FAC-APAC-01,2025-11-14,TRANSFER_OUT,-29,TRANSFER_ORDER,TRF-87245
MOV-00076735,MAT-00036,WH-MX-FIN-01,FAC-MX-01,2025-06-15,PRODUCTION_ISSUE,-55,WORK_ORDER,WO-ACT-9207
MOV-00076736,MAT-00436,WH-US-RAW-01,FAC-US-01,2025-07-16,SCRAP,-5,SCRAP_NOTICE,SCR-6673
MOV-00076737,MAT-00333,WH-APAC-FIN-01,FAC-APAC-01,2025-10-09,PRODUCTION_ISSUE,-23,WORK_ORDER,WO-ACT-9578
MOV-00076738,MAT-00534,WH-US-FIN-01,FAC-US-01,2025-11-17,PRODUCTION_ISSUE,-61,WORK_ORDER,WO-ACT-2013
MOV-00076739,MAT-00236,WH-EU-FIN-01,FAC-EU-01,2025-01-16,PRODUCTION_ISSUE,-8,WORK_ORDER,WO-ACT-9596
MOV-00076740,MAT-00026,WH-EU-RAW-01,FAC-EU-01,2026-04-29,PRODUCTION_ISSUE,-55,WORK_ORDER,WO-ACT-7103
MOV-00076741,MAT-00038,WH-US-FIN-01,FAC-US-01,2025-08-12,PRODUCTION_ISSUE,-61,WORK_ORDER,WO-ACT-7669
MOV-00076742,MAT-00094,WH-EU-RAW-01,FAC-EU-01,2026-01-08,CYCLE_ADJUSTMENT,-2,AUDIT_COUNT,AUD-782
MOV-00076743,MAT-00504,WH-EU-FIN-01,FAC-EU-01,2026-04-02,PRODUCTION_ISSUE,-9,WORK_ORDER,WO-ACT-2892
MOV-00076744,MAT-00632,WH-US-RAW-01,FAC-US-01,2025-08-13,PRODUCTION_ISSUE,-65,WORK_ORDER,WO-ACT-4420
MOV-00076745,MAT-00034,WH-APAC-RAW-01,FAC-APAC-01,2026-02-02,PRODUCTION_ISSUE,-13,WORK_ORDER,WO-ACT-8136
MOV-00076746,MAT-00761,WH-MX-RAW-01,FAC-MX-01,2025-09-29,SCRAP,-9,SCRAP_NOTICE,SCR-6808
MOV-00076747,MAT-00118,WH-APAC-FIN-01,FAC-APAC-01,2025-06-08,PRODUCTION_ISSUE,-74,WORK_ORDER,WO-ACT-3391
MOV-00076748,MAT-00871,WH-MX-FIN-01,FAC-MX-01,2025-10-19,PRODUCTION_ISSUE,-52,WORK_ORDER,WO-ACT-8766
MOV-00076749,MAT-00350,WH-MX-FIN-01,FAC-MX-01,2026-05-04,PRODUCTION_ISSUE,-41,WORK_ORDER,WO-ACT-2233
MOV-00076750,MAT-00478,WH-EU-FIN-01,FAC-EU-01,2025-12-24,PRODUCTION_ISSUE,-71,WORK_ORDER,WO-ACT-8729
MOV-00076751,MAT-01165,WH-EU-FIN-01,FAC-EU-01,2025-04-04,PRODUCTION_ISSUE,-18,WORK_ORDER,WO-ACT-3533
MOV-00076752,MAT-00452,WH-EU-FIN-01,FAC-EU-01,2025-07-13,PRODUCTION_ISSUE,-13,WORK_ORDER,WO-ACT-8311
MOV-00076753,MAT-00421,WH-EU-FIN-01,FAC-EU-01,2025-07-16,PRODUCTION_ISSUE,-41,WORK_ORDER,WO-ACT-1090
MOV-00076754,MAT-00794,WH-EU-RAW-01,FAC-EU-01,2026-01-28,CYCLE_ADJUSTMENT,-9,AUDIT_COUNT,AUD-877
MOV-00076755,MAT-01092,WH-MX-RAW-01,FAC-MX-01,2026-04-11,SCRAP,-12,SCRAP_NOTICE,SCR-2687
MOV-00076756,MAT-00295,WH-APAC-FIN-01,FAC-APAC-01,2026-01-20,SCRAP,-9,SCRAP_NOTICE,SCR-4029
MOV-00076757,MAT-01010,WH-MX-RAW-01,FAC-MX-01,2026-02-06,TRANSFER_OUT,-33,TRANSFER_ORDER,TRF-93012
MOV-00076758,MAT-01033,WH-APAC-RAW-01,FAC-APAC-01,2026-06-10,PRODUCTION_ISSUE,-29,WORK_ORDER,WO-ACT-5941
MOV-00076759,MAT-00522,WH-US-FIN-01,FAC-US-01,2025-02-21,TRANSFER_OUT,-42,TRANSFER_ORDER,TRF-86532
MOV-00076760,MAT-00264,WH-EU-RAW-01,FAC-EU-01,2025-02-23,PRODUCTION_ISSUE,-14,WORK_ORDER,WO-ACT-8608
MOV-00076761,MAT-00894,WH-EU-RAW-01,FAC-EU-01,2026-03-16,SCRAP,-8,SCRAP_NOTICE,SCR-1670
MOV-00076762,MAT-00118,WH-EU-RAW-01,FAC-EU-01,2025-09-16,PRODUCTION_ISSUE,-15,WORK_ORDER,WO-ACT-3861
MOV-00076763,MAT-00744,WH-EU-FIN-01,FAC-EU-01,2025-12-27,PRODUCTION_ISSUE,-42,WORK_ORDER,WO-ACT-6548
MOV-00076764,MAT-00115,WH-US-RAW-01,FAC-US-01,2025-04-02,CYCLE_ADJUSTMENT,16,AUDIT_COUNT,AUD-709
MOV-00076765,MAT-00927,WH-APAC-RAW-01,FAC-APAC-01,2026-04-01,PRODUCTION_ISSUE,-6,WORK_ORDER,WO-ACT-6997
MOV-00076766,MAT-01157,WH-US-RAW-01,FAC-US-01,2025-04-08,SCRAP,-9,SCRAP_NOTICE,SCR-3914
MOV-00076767,MAT-00595,WH-MX-RAW-01,FAC-MX-01,2026-01-15,PRODUCTION_ISSUE,-31,WORK_ORDER,WO-ACT-2349
MOV-00076768,MAT-00712,WH-MX-RAW-01,FAC-MX-01,2025-03-08,PRODUCTION_ISSUE,-11,WORK_ORDER,WO-ACT-3834
MOV-00076769,MAT-01183,WH-EU-RAW-01,FAC-EU-01,2025-02-05,TRANSFER_OUT,-11,TRANSFER_ORDER,TRF-84687
MOV-00076770,MAT-00610,WH-APAC-RAW-01,FAC-APAC-01,2025-09-01,PRODUCTION_ISSUE,-23,WORK_ORDER,WO-ACT-3921
MOV-00076771,MAT-01026,WH-EU-RAW-01,FAC-EU-01,2026-01-18,CYCLE_ADJUSTMENT,-11,AUDIT_COUNT,AUD-383
MOV-00076772,MAT-00923,WH-MX-RAW-01,FAC-MX-01,2025-03-09,PRODUCTION_ISSUE,-63,WORK_ORDER,WO-ACT-4779
MOV-00076773,MAT-00039,WH-MX-RAW-01,FAC-MX-01,2026-05-11,PRODUCTION_ISSUE,-46,WORK_ORDER,WO-ACT-5316
MOV-00076774,MAT-00283,WH-EU-RAW-01,FAC-EU-01,2026-03-26,SCRAP,-5,SCRAP_NOTICE,SCR-4953
MOV-00076775,MAT-00713,WH-US-RAW-01,FAC-US-01,2025-12-04,PRODUCTION_ISSUE,-16,WORK_ORDER,WO-ACT-5454
MOV-00076776,MAT-01109,WH-APAC-RAW-01,FAC-APAC-01,2026-01-14,PRODUCTION_ISSUE,-70,WORK_ORDER,WO-ACT-5871
MOV-00076777,MAT-00245,WH-US-FIN-01,FAC-US-01,2025-11-02,SCRAP,-12,SCRAP_NOTICE,SCR-2306
MOV-00076778,MAT-01046,WH-US-RAW-01,FAC-US-01,2025-12-16,SCRAP,-7,SCRAP_NOTICE,SCR-6889
MOV-00076779,MAT-00005,WH-US-FIN-01,FAC-US-01,2025-11-21,SCRAP,-2,SCRAP_NOTICE,SCR-7451
MOV-00076780,MAT-00934,WH-APAC-FIN-01,FAC-APAC-01,2025-02-02,TRANSFER_OUT,-25,TRANSFER_ORDER,TRF-14901
MOV-00076781,MAT-01117,WH-MX-RAW-01,FAC-MX-01,2025-11-06,TRANSFER_IN,31,TRANSFER_ORDER,TRF-26462
MOV-00076782,MAT-00867,WH-MX-FIN-01,FAC-MX-01,2025-08-14,PRODUCTION_ISSUE,-9,WORK_ORDER,WO-ACT-6367
MOV-00076783,MAT-00408,WH-US-FIN-01,FAC-US-01,2026-06-18,PRODUCTION_ISSUE,-66,WORK_ORDER,WO-ACT-2419
MOV-00076784,MAT-00818,WH-APAC-FIN-01,FAC-APAC-01,2025-07-21,PRODUCTION_ISSUE,-30,WORK_ORDER,WO-ACT-6781
MOV-00076785,MAT-01132,WH-APAC-FIN-01,FAC-APAC-01,2025-06-23,PRODUCTION_ISSUE,-8,WORK_ORDER,WO-ACT-1031
MOV-00076786,MAT-00964,WH-MX-RAW-01,FAC-MX-01,2026-01-19,PRODUCTION_ISSUE,-67,WORK_ORDER,WO-ACT-3483
MOV-00076787,MAT-00455,WH-APAC-RAW-01,FAC-APAC-01,2025-08-10,PRODUCTION_ISSUE,-62,WORK_ORDER,WO-ACT-6833
MOV-00076788,MAT-00374,WH-MX-RAW-01,FAC-MX-01,2025-06-29,TRANSFER_IN,14,TRANSFER_ORDER,TRF-64518
MOV-00076789,MAT-00738,WH-EU-RAW-01,FAC-EU-01,2026-01-16,PRODUCTION_ISSUE,-52,WORK_ORDER,WO-ACT-1956
MOV-00076790,MAT-00787,WH-US-FIN-01,FAC-US-01,2025-07-02,TRANSFER_IN,21,TRANSFER_ORDER,TRF-54325
MOV-00076791,MAT-00776,WH-MX-FIN-01,FAC-MX-01,2025-08-18,PRODUCTION_ISSUE,-62,WORK_ORDER,WO-ACT-4428
MOV-00076792,MAT-01114,WH-US-RAW-01,FAC-US-01,2025-06-10,PRODUCTION_ISSUE,-15,WORK_ORDER,WO-ACT-1397
MOV-00076793,MAT-00914,WH-APAC-RAW-01,FAC-APAC-01,2026-01-26,PRODUCTION_ISSUE,-37,WORK_ORDER,WO-ACT-4429
MOV-00076794,MAT-00175,WH-US-FIN-01,FAC-US-01,2025-04-16,CYCLE_ADJUSTMENT,1,AUDIT_COUNT,AUD-661
MOV-00076795,MAT-00572,WH-MX-RAW-01,FAC-MX-01,2025-08-27,CYCLE_ADJUSTMENT,-15,AUDIT_COUNT,AUD-638
MOV-00076796,MAT-00112,WH-MX-RAW-01,FAC-MX-01,2026-04-03,TRANSFER_IN,25,TRANSFER_ORDER,TRF-90110
MOV-00076797,MAT-00667,WH-MX-FIN-01,FAC-MX-01,2026-06-23,PRODUCTION_ISSUE,-49,WORK_ORDER,WO-ACT-9264
MOV-00076798,MAT-00711,WH-MX-RAW-01,FAC-MX-01,2026-05-01,PRODUCTION_ISSUE,-48,WORK_ORDER,WO-ACT-7939
MOV-00076799,MAT-00429,WH-US-RAW-01,FAC-US-01,2025-08-09,PRODUCTION_ISSUE,-7,WORK_ORDER,WO-ACT-4974
MOV-00076800,MAT-00638,WH-US-RAW-01,FAC-US-01,2025-06-07,CYCLE_ADJUSTMENT,2,AUDIT_COUNT,AUD-877
MOV-00076801,MAT-00746,WH-APAC-FIN-01,FAC-APAC-01,2026-06-27,PRODUCTION_ISSUE,-67,WORK_ORDER,WO-ACT-9090
MOV-00076802,MAT-00078,WH-EU-RAW-01,FAC-EU-01,2025-02-09,TRANSFER_IN,38,TRANSFER_ORDER,TRF-53067
MOV-00076803,MAT-00823,WH-APAC-RAW-01,FAC-APAC-01,2026-01-11,PRODUCTION_ISSUE,-7,WORK_ORDER,WO-ACT-5114
MOV-00076804,MAT-00990,WH-US-FIN-01,FAC-US-01,2025-05-28,PRODUCTION_ISSUE,-49,WORK_ORDER,WO-ACT-1370
MOV-00076805,MAT-00276,WH-US-FIN-01,FAC-US-01,2025-09-10,PRODUCTION_ISSUE,-43,WORK_ORDER,WO-ACT-4645
MOV-00076806,MAT-00251,WH-MX-FIN-01,FAC-MX-01,2026-02-23,PRODUCTION_ISSUE,-20,WORK_ORDER,WO-ACT-8803
MOV-00076807,MAT-00580,WH-APAC-RAW-01,FAC-APAC-01,2026-06-28,PRODUCTION_ISSUE,-56,WORK_ORDER,WO-ACT-5294
MOV-00076808,MAT-01027,WH-US-FIN-01,FAC-US-01,2025-07-07,PRODUCTION_ISSUE,-39,WORK_ORDER,WO-ACT-5842
MOV-00076809,MAT-00282,WH-MX-FIN-01,FAC-MX-01,2025-06-10,PRODUCTION_ISSUE,-70,WORK_ORDER,WO-ACT-6038
MOV-00076810,MAT-00940,WH-APAC-RAW-01,FAC-APAC-01,2026-04-04,PRODUCTION_ISSUE,-46,WORK_ORDER,WO-ACT-3311
MOV-00076811,MAT-00592,WH-EU-FIN-01,FAC-EU-01,2025-12-16,PRODUCTION_ISSUE,-61,WORK_ORDER,WO-ACT-4298
MOV-00076812,MAT-00371,WH-MX-FIN-01,FAC-MX-01,2025-02-27,SCRAP,-1,SCRAP_NOTICE,SCR-9828
MOV-00076813,MAT-00677,WH-MX-RAW-01,FAC-MX-01,2026-02-27,PRODUCTION_ISSUE,-43,WORK_ORDER,WO-ACT-1665
MOV-00076814,MAT-00364,WH-US-RAW-01,FAC-US-01,2025-04-19,PRODUCTION_ISSUE,-64,WORK_ORDER,WO-ACT-8092
MOV-00076815,MAT-00589,WH-EU-FIN-01,FAC-EU-01,2026-05-16,PRODUCTION_ISSUE,-44,WORK_ORDER,WO-ACT-1063
MOV-00076816,MAT-00731,WH-EU-FIN-01,FAC-EU-01,2025-06-11,CYCLE_ADJUSTMENT,10,AUDIT_COUNT,AUD-729
MOV-00076817,MAT-00593,WH-EU-FIN-01,FAC-EU-01,2025-12-05,PRODUCTION_ISSUE,-71,WORK_ORDER,WO-ACT-6235
MOV-00076818,MAT-00547,WH-MX-RAW-01,FAC-MX-01,2026-02-18,PRODUCTION_ISSUE,-25,WORK_ORDER,WO-ACT-3374
MOV-00076819,MAT-00375,WH-EU-FIN-01,FAC-EU-01,2025-05-25,PRODUCTION_ISSUE,-57,WORK_ORDER,WO-ACT-4610
MOV-00076820,MAT-00664,WH-EU-FIN-01,FAC-EU-01,2026-05-05,PRODUCTION_ISSUE,-27,WORK_ORDER,WO-ACT-4824
MOV-00076821,MAT-00822,WH-US-RAW-01,FAC-US-01,2026-03-19,SCRAP,-3,SCRAP_NOTICE,SCR-3327
MOV-00076822,MAT-00438,WH-APAC-RAW-01,FAC-APAC-01,2026-06-23,PRODUCTION_ISSUE,-54,WORK_ORDER,WO-ACT-7443
MOV-00076823,MAT-00262,WH-US-FIN-01,FAC-US-01,2025-02-21,PRODUCTION_ISSUE,-13,WORK_ORDER,WO-ACT-6534
MOV-00076824,MAT-00454,WH-US-RAW-01,FAC-US-01,2025-06-23,TRANSFER_IN,33,TRANSFER_ORDER,TRF-71034
MOV-00076825,MAT-00375,WH-US-RAW-01,FAC-US-01,2025-06-14,PRODUCTION_ISSUE,-7,WORK_ORDER,WO-ACT-2061
MOV-00076826,MAT-00668,WH-EU-FIN-01,FAC-EU-01,2025-10-21,PRODUCTION_ISSUE,-65,WORK_ORDER,WO-ACT-9313
MOV-00076827,MAT-00560,WH-EU-RAW-01,FAC-EU-01,2025-01-09,TRANSFER_OUT,-22,TRANSFER_ORDER,TRF-24304
MOV-00076828,MAT-01097,WH-US-RAW-01,FAC-US-01,2025-02-08,SCRAP,-5,SCRAP_NOTICE,SCR-1014
MOV-00076829,MAT-00054,WH-US-FIN-01,FAC-US-01,2026-02-11,TRANSFER_OUT,-12,TRANSFER_ORDER,TRF-10615
MOV-00076830,MAT-00269,WH-US-RAW-01,FAC-US-01,2025-12-11,CYCLE_ADJUSTMENT,2,AUDIT_COUNT,AUD-332
MOV-00076831,MAT-00414,WH-MX-FIN-01,FAC-MX-01,2026-04-30,PRODUCTION_ISSUE,-73,WORK_ORDER,WO-ACT-7662
MOV-00076832,MAT-00533,WH-APAC-RAW-01,FAC-APAC-01,2026-06-09,PRODUCTION_ISSUE,-47,WORK_ORDER,WO-ACT-5255
MOV-00076833,MAT-00210,WH-APAC-RAW-01,FAC-APAC-01,2025-05-12,PRODUCTION_ISSUE,-9,WORK_ORDER,WO-ACT-5314
MOV-00076834,MAT-00115,WH-MX-FIN-01,FAC-MX-01,2025-06-22,PRODUCTION_ISSUE,-26,WORK_ORDER,WO-ACT-4697
MOV-00076835,MAT-00946,WH-APAC-FIN-01,FAC-APAC-01,2026-06-21,PRODUCTION_ISSUE,-37,WORK_ORDER,WO-ACT-1476
MOV-00076836,MAT-00447,WH-MX-RAW-01,FAC-MX-01,2025-04-23,TRANSFER_OUT,-18,TRANSFER_ORDER,TRF-56272
MOV-00076837,MAT-00855,WH-MX-FIN-01,FAC-MX-01,2025-08-25,CYCLE_ADJUSTMENT,16,AUDIT_COUNT,AUD-858
MOV-00076838,MAT-00732,WH-APAC-RAW-01,FAC-APAC-01,2025-02-13,TRANSFER_OUT,-17,TRANSFER_ORDER,TRF-62854
MOV-00076839,MAT-00044,WH-EU-RAW-01,FAC-EU-01,2025-03-29,PRODUCTION_ISSUE,-56,WORK_ORDER,WO-ACT-6536
MOV-00076840,MAT-00460,WH-EU-FIN-01,FAC-EU-01,2025-02-15,TRANSFER_IN,10,TRANSFER_ORDER,TRF-71600
MOV-00076841,MAT-00604,WH-APAC-FIN-01,FAC-APAC-01,2025-03-06,PRODUCTION_ISSUE,-69,WORK_ORDER,WO-ACT-2261
MOV-00076842,MAT-01109,WH-MX-RAW-01,FAC-MX-01,2025-11-13,PRODUCTION_ISSUE,-50,WORK_ORDER,WO-ACT-3481
MOV-00076843,MAT-00048,WH-APAC-RAW-01,FAC-APAC-01,2025-08-23,PRODUCTION_ISSUE,-10,WORK_ORDER,WO-ACT-5762
MOV-00076844,MAT-00424,WH-US-RAW-01,FAC-US-01,2026-03-01,PRODUCTION_ISSUE,-41,WORK_ORDER,WO-ACT-6946
MOV-00076845,MAT-00297,WH-EU-RAW-01,FAC-EU-01,2026-03-27,PRODUCTION_ISSUE,-62,WORK_ORDER,WO-ACT-9399
